"","d"
"7163",9
"7164",10
"7165",4
"7166",6
"7167",9
"7168",5
"7169",6
"7170",9
"7171",9
"7172",1
"7173",25
"7174",4
"7175",6
"7176",3
"7177",1
"7178",1
"7179",4
"7180",7
"7181",12
"7182",10
"7183",4
"7184",4
"7185",5
"7186",5
"7187",6
"7188",2
"7189",6
"7190",5
"7191",4
"7192",6
"7193",7
"7194",2
"7195",5
"7196",5
"7197",2
"7198",5
"7199",2
"7200",14
"7201",11
"7202",2
"7203",3
"7204",5
"7205",1
"7206",2
"7207",1
"7208",1
"7209",9
"7210",9
"7211",8
"7212",3
"7213",1
"7214",1
"7215",3
"7216",20
"7217",6
"7218",1
"7219",6
"7220",2
"7221",5
"7222",1
"7223",4
"7224",12
"7225",8
"7226",6
"7227",4
"7228",5
"7229",2
"7230",4
"7231",6
"7232",7
"7233",12
"7234",3
"7235",7
"7236",5
"7237",2
"7238",3
"7239",9
"7240",8
"7241",12
"7242",5
"7243",8
"7244",2
"7245",8
"7246",9
"7247",3
"7248",4
"7249",4
"7250",2
"7251",12
"7252",5
"7253",7
"7254",8
"7255",5
"7256",2
"7257",6
"7258",4
"7259",2
"7260",2
"7261",2
"7262",2
"7263",1
"7264",2
"7265",9
"7266",2
"7267",8
"7268",3
"7269",5
"7270",1
"7271",4
"7272",14
"7273",1
"7274",7
"7275",4
"7276",12
"7277",7
"7278",1
"7279",1
"7280",8
"7281",4
"7282",5
"7283",1
"7284",6
"7285",11
"7286",13
"7287",8
"7288",1
"7289",6
"7290",2
"7291",1
"7292",1
"7293",2
"7294",5
"7295",3
"7296",1
"7297",4
"7298",9
"7299",5
"7300",1
"7301",23
"7302",3
"7303",6
"7304",2
"7305",3
"7306",3
"7307",26
"7308",6
"7309",4
"7310",7
"7311",9
"7312",5
"7313",6
"7314",11
"7315",13
"7316",8
"7317",8
"7318",1
"7319",2
"7320",8
"7321",3
"7322",1
"7323",3
"7324",4
"7325",8
"7326",1
"7327",2
"7328",1
"7329",3
"7330",10
"7331",5
"7332",4
"7333",3
"7334",2
"7335",2
"7336",2
"7337",9
"7338",1
"7339",5
"7340",15
"7341",1
"7342",1
"7343",3
"7344",2
"7345",2
"7346",2
"7347",2
"7348",4
"7349",1
"7350",1
"7351",4
"7352",3
"7353",1
"7354",1
"7355",1
"7356",1
"7357",16
"7358",8
"7359",1
"7360",3
"7361",2
"7362",4
"7363",2
"7364",5
"7365",12
"7366",2
"7367",3
"7368",5
"7369",1
"7370",2
"7371",6
"7372",1
"7373",3
"7374",9
"7375",2
"7376",2
"7377",3
"7378",3
"7379",1
"7380",8
"7381",4
"7382",11
"7383",4
"7384",3
"7385",5
"7386",8
"7387",1
"7388",1
"7389",7
"7390",9
"7391",2
"7392",3
"7393",9
"7394",11
"7395",10
"7396",5
"7397",3
"7398",5
"7399",6
"7400",14
"7401",1
"7402",10
"7403",8
"7404",1
"7405",2
"7406",15
"7407",8
"7408",8
"7409",1
"7410",1
"7411",12
"7412",1
"7413",5
"7414",2
"7415",3
"7416",2
"7417",3
"7418",15
"7419",4
"7420",1
"7421",8
"7422",5
"7423",6
"7424",5
"7425",6
"7426",7
"7427",2
"7428",5
"7429",1
"7430",9
"7431",5
"7432",1
"7433",6
"7434",6
"7435",15
"7436",13
"7437",7
"7438",1
"7439",6
"7440",1
"7441",3
"7442",3
"7443",4
"7444",1
"7445",6
"7446",2
"7447",2
"7448",5
"7449",8
"7450",1
"7451",5
"7452",1
"7453",1
"7454",4
"7455",2
"7456",4
"7457",4
"7458",1
"7459",21
"7460",7
"7461",2
"7462",9
"7463",10
"7464",9
"7465",7
"7466",6
"7467",8
"7468",1
"7469",1
"7470",4
"7471",9
"7472",7
"7473",13
"7474",6
"7475",6
"7476",5
"7477",3
"7478",1
"7479",2
"7480",10
"7481",2
"7482",8
"7483",5
"7484",2
"7485",6
"7486",6
"7487",2
"7488",7
"7489",1
"7490",7
"7491",2
"7492",1
"7493",2
"7494",1
"7495",4
"7496",1
"7497",2
"7498",9
"7499",6
"7500",8
"7501",10
"7502",2
"7503",3
"7504",1
"7505",1
"7506",10
"7507",4
"7508",1
"7509",1
"7510",2
"7511",1
"7512",1
"7513",1
"7514",5
"7515",1
"7516",1
"7517",9
"7518",5
"7519",7
"7520",5
"7521",2
"7522",6
"7523",2
"7524",14
"7525",5
"7526",3
"7527",6
"7528",4
"7529",7
"7530",1
"7531",2
"7532",11
"7533",1
"7534",7
"7535",9
"7536",4
"7537",1
"7538",3
"7539",4
"7540",1
"7541",26
"7542",2
"7543",4
"7544",1
"7545",5
"7546",2
"7547",6
"7548",2
"7549",2
"7550",2
"7551",14
"7552",5
"7553",30
"7554",2
"7555",5
"7556",8
"7557",4
"7558",1
"7559",3
"7560",2
"7561",5
"7562",1
"7563",3
"7564",11
"7565",2
"7566",5
"7567",10
"7568",11
"7569",4
"7570",3
"7571",2
"7572",4
"7573",7
"7574",7
"7575",2
"7576",1
"7577",5
"7578",9
"7579",6
"7580",2
"7581",2
"7582",5
"7583",7
"7584",5
"7585",4
"7586",9
"7587",3
"7588",4
"7589",1
"7590",7
"7591",19
"7592",1
"7593",6
"7594",12
"7595",1
"7596",1
"7597",5
"7598",8
"7599",3
"7600",5
"7601",2
"7602",6
"7603",4
"7604",3
"7605",2
"7606",1
"7607",4
"7608",1
"7609",5
"7610",1
"7611",3
"7612",5
"7613",3
"7614",18
"7615",1
"7616",12
"7617",7
"7618",2
"7619",14
"7620",4
"7621",17
"7622",1
"7623",4
"7624",4
"7625",5
"7626",4
"7627",2
"7628",1
"7629",4
"7630",1
"7631",1
"7632",1
"7633",1
"7634",16
"7635",4
"7636",9
"7637",2
"7638",5
"7639",4
"7640",1
"7641",4
"7642",4
"7643",11
"7644",4
"7645",3
"7646",2
"7647",2
"7648",8
"7649",3
"7650",6
"7651",2
"7652",5
"7653",1
"7654",1
"7655",15
"7656",18
"7657",3
"7658",7
"7659",12
"7660",9
"7661",1
"7662",2
"7663",9
"7664",12
"7665",12
"7666",12
"7667",3
"7668",5
"7669",5
"7670",3
"7671",16
"7672",12
"7673",2
"7674",3
"7675",4
"7676",3
"7677",10
"7678",1
"7679",7
"7680",4
"7681",6
"7682",17
"7683",5
"7684",5
"7685",7
"7686",3
"7687",5
"7688",3
"7689",2
"7690",1
"7691",5
"7692",6
"7693",1
"7694",7
"7695",2
"7696",4
"7697",7
"7698",4
"7699",1
"7700",6
"7701",2
"7702",8
"7703",1
"7704",19
"7705",4
"7706",13
"7707",2
"7708",12
"7709",1
"7710",4
"7711",11
"7712",4
"7713",9
"7714",8
"7715",3
"7716",14
"7717",8
"7718",5
"7719",6
"7720",1
"7721",1
"7722",6
"7723",2
"7724",10
"7725",8
"7726",16
"7727",3
"7728",4
"7729",5
"7730",7
"7731",2
"7732",7
"7733",4
"7734",2
"7735",3
"7736",2
"7737",2
"7738",9
"7739",19
"7740",1
"7741",7
"7742",1
"7743",1
"7744",1
"7745",1
"7746",1
"7747",2
"7748",1
"7749",1
"7750",1
"7751",1
"7752",8
"7753",1
"7754",2
"7755",2
"7756",8
"7757",8
"7758",2
"7759",4
"7760",2
"7761",3
"7762",4
"7763",2
"7764",1
"7765",12
"7766",12
"7767",5
"7768",6
"7769",5
"7770",25
"7771",9
"7772",13
"7773",13
"7774",6
"7775",15
"7776",6
"7777",1
"7778",2
"7779",3
"7780",2
"7781",2
"7782",7
"7783",13
"7784",7
"7785",2
"7786",2
"7787",5
"7788",1
"7789",2
"7790",9
"7791",8
"7792",3
"7793",1
"7794",2
"7795",5
"7796",1
"7797",6
"7798",1
"7799",8
"7800",9
"7801",11
"7802",4
"7803",7
"7804",9
"7805",3
"7806",5
"7807",8
"7808",1
"7809",2
"7810",1
"7811",2
"7812",5
"7813",1
"7814",12
"7815",2
"7816",5
"7817",5
"7818",3
"7819",3
"7820",5
"7821",1
"7822",4
"7823",4
"7824",4
"7825",2
"7826",3
"7827",2
"7828",3
"7829",10
"7830",9
"7831",5
"7832",6
"7833",14
"7834",5
"7835",1
"7836",2
"7837",1
"7838",7
"7839",3
"7840",3
"7841",1
"7842",4
"7843",2
"7844",5
"7845",1
"7846",2
"7847",2
"7848",1
"7849",5
"7850",4
"7851",2
"7852",11
"7853",1
"7854",15
"7855",2
"7856",2
"7857",1
"7858",3
"7859",11
"7860",3
"7861",2
"7862",1
"7863",2
"7864",2
"7865",4
"7866",6
"7867",5
"7868",1
"7869",5
"7870",2
"7871",7
"7872",5
"7873",2
"7874",1
"7875",9
"7876",14
"7877",1
"7878",3
"7879",2
"7880",1
"7881",1
"7882",5
"7883",2
"7884",2
"7885",2
"7886",1
"7887",10
"7888",3
"7889",1
"7890",1
"7891",8
"7892",19
"7893",1
"7894",2
"7895",6
"7896",2
"7897",1
"7898",15
"7899",1
"7900",5
"7901",2
"7902",3
"7903",6
"7904",8
"7905",5
"7906",3
"7907",4
"7908",2
"7909",2
"7910",12
"7911",9
"7912",2
"7913",1
"7914",5
"7915",2
"7916",1
"7917",27
"7918",1
"7919",1
"7920",2
"7921",5
"7922",1
"7923",1
"7924",11
"7925",6
"7926",5
"7927",11
"7928",3
"7929",3
"7930",1
"7931",10
"7932",2
"7933",2
"7934",3
"7935",3
"7936",5
"7937",6
"7938",1
"7939",8
"7940",3
"7941",6
"7942",9
"7943",1
"7944",6
"7945",6
"7946",5
"7947",3
"7948",8
"7949",5
"7950",1
"7951",3
"7952",11
"7953",6
"7954",2
"7955",16
"7956",3
"7957",3
"7958",9
"7959",3
"7960",2
"7961",3
"7962",3
"7963",2
"7964",6
"7965",3
"7966",6
"7967",2
"7968",5
"7969",6
"7970",5
"7971",8
"7972",4
"7973",5
"7974",1
"7975",2
"7976",2
"7977",1
"7978",1
"7979",13
"7980",12
"7981",3
"7982",5
"7983",7
"7984",7
"7985",11
"7986",2
"7987",4
"7988",10
"7989",4
"7990",10
"7991",6
"7992",2
"7993",2
"7994",13
"7995",1
"7996",3
"7997",2
"7998",3
"7999",3
"8000",1
"8001",4
"8002",12
"8003",1
"8004",2
"8005",8
"8006",2
"8007",1
"8008",2
"8009",6
"8010",3
"8011",6
"8012",3
"8013",5
"8014",3
"8015",4
"8016",7
"8017",4
"8018",16
"8019",9
"8020",2
"8021",4
"8022",5
"8023",1
"8024",5
"8025",1
"8026",19
"8027",1
"8028",4
"8029",7
"8030",1
"8031",3
"8032",2
"8033",11
"8034",4
"8035",2
"8036",9
"8037",2
"8038",4
"8039",11
"8040",5
"8041",9
"8042",7
"8043",13
"8044",2
"8045",6
"8046",6
"8047",3
"8048",2
"8049",5
"8050",2
"8051",5
"8052",4
"8053",4
"8054",3
"8055",4
"8056",5
"8057",3
"8058",7
"8059",2
"8060",3
"8061",1
"8062",2
"8063",5
"8064",3
"8065",6
"8066",10
"8067",2
"8068",10
"8069",1
"8070",9
"8071",8
"8072",9
"8073",1
"8074",4
"8075",3
"8076",1
"8077",6
"8078",2
"8079",1
"8080",6
"8081",1
"8082",25
"8083",2
"8084",5
"8085",5
"8086",2
"8087",5
"8088",23
"8089",1
"8090",1
"8091",2
"8092",3
"8093",3
"8094",13
"8095",7
"8096",3
"8097",3
"8098",3
"8099",7
"8100",5
"8101",8
"8102",1
"8103",3
"8104",3
"8105",16
"8106",2
"8107",5
"8108",3
"8109",1
"8110",4
"8111",1
"8112",4
"8113",6
"8114",17
"8115",3
"8116",5
"8117",4
"8118",5
"8119",1
"8120",6
"8121",8
"8122",1
"8123",2
"8124",1
"8125",1
"8126",3
"8127",7
"8128",5
"8129",2
"8130",1
"8131",4
"8132",5
"8133",3
"8134",2
"8135",1
"8136",3
"8137",14
"8138",7
"8139",6
"8140",1
"8141",4
"8142",1
"8143",5
"8144",2
"8145",18
"8146",1
"8147",4
"8148",6
"8149",14
"8150",2
"8151",2
"8152",6
"8153",2
"8154",4
"8155",3
"8156",3
"8157",11
"8158",8
"8159",7
"8160",2
"8161",3
"8162",12
"8163",3
"8164",3
"8165",1
"8166",5
"8167",7
"8168",2
"8169",2
"8170",7
"8171",18
"8172",3
"8173",2
"8174",2
"8175",10
"8176",2
"8177",3
"8178",1
"8179",2
"8180",5
"8181",4
"8182",4
"8183",1
"8184",3
"8185",2
"8186",1
"8187",1
"8188",15
"8189",2
"8190",13
"8191",2
"8192",2
"8193",3
"8194",2
"8195",2
"8196",8
"8197",4
"8198",2
"8199",6
"8200",3
"8201",2
"8202",7
"8203",5
"8204",5
"8205",4
"8206",1
"8207",8
"8208",14
"8209",6
"8210",10
"8211",7
"8212",2
"8213",1
"8214",11
"8215",3
"8216",6
"8217",11
"8218",4
"8219",1
"8220",3
"8221",11
"8222",8
"8223",2
"8224",2
"8225",4
"8226",4
"8227",2
"8228",3
"8229",7
"8230",4
"8231",3
"8232",7
"8233",8
"8234",1
"8235",2
"8236",1
"8237",3
"8238",1
"8239",7
"8240",4
"8241",2
"8242",2
"8243",8
"8244",1
"8245",2
"8246",5
"8247",2
"8248",6
"8249",1
"8250",3
"8251",11
"8252",6
"8253",5
"8254",4
"8255",2
"8256",20
"8257",2
"8258",1
"8259",3
"8260",4
"8261",2
"8262",1
"8263",2
"8264",1
"8265",4
"8266",2
"8267",11
"8268",2
"8269",1
"8270",13
"8271",7
"8272",13
"8273",1
"8274",1
"8275",3
"8276",4
"8277",1
"8278",1
"8279",14
"8280",12
"8281",4
"8282",2
"8283",1
"8284",2
"8285",10
"8286",2
"8287",4
"8288",7
"8289",2
"8290",16
"8291",5
"8292",7
"8293",2
"8294",3
"8295",6
"8296",1
"8297",2
"8298",2
"8299",4
"8300",2
"8301",3
"8302",3
"8303",3
"8304",4
"8305",3
"8306",1
"8307",15
"8308",7
"8309",5
"8310",2
"8311",1
"8312",3
"8313",2
"8314",1
"8315",7
"8316",11
"8317",8
"8318",4
"8319",2
"8320",8
"8321",2
"8322",1
"8323",9
"8324",2
"8325",3
"8326",4
"8327",26
"8328",2
"8329",2
"8330",3
"8331",2
"8332",3
"8333",4
"8334",1
"8335",12
"8336",5
"8337",7
"8338",1
"8339",12
"8340",1
"8341",2
"8342",2
"8343",4
"8344",1
"8345",2
"8346",12
"8347",3
"8348",5
"8349",15
"8350",3
"8351",1
"8352",15
"8353",9
"8354",4
"8355",1
"8356",7
"8357",3
"8358",1
"8359",9
"8360",10
"8361",9
"8362",3
"8363",19
"8364",2
"8365",14
"8366",6
"8367",3
"8368",2
"8369",1
"8370",1
"8371",1
"8372",1
"8373",3
"8374",6
"8375",1
"8376",4
"8377",2
"8378",5
"8379",5
"8380",4
"8381",2
"8382",6
"8383",2
"8384",7
"8385",1
"8386",4
"8387",1
"8388",9
"8389",11
"8390",2
"8391",4
"8392",2
"8393",1
"8394",9
"8395",14
"8396",10
"8397",6
"8398",1
"8399",10
"8400",8
"8401",1
"8402",4
"8403",7
"8404",9
"8405",8
"8406",4
"8407",5
"8408",3
"8409",4
"8410",11
"8411",4
"8412",5
"8413",2
"8414",6
"8415",6
"8416",2
"8417",8
"8418",1
"8419",6
"8420",1
"8421",4
"8422",5
"8423",1
"8424",1
"8425",2
"8426",2
"8427",18
"8428",18
"8429",1
"8430",1
"8431",2
"8432",2
"8433",5
"8434",4
"8435",2
"8436",1
"8437",9
"8438",2
"8439",3
"8440",6
"8441",3
"8442",16
"8443",3
"8444",2
"8445",7
"8446",13
"8447",3
"8448",5
"8449",1
"8450",10
"8451",9
"8452",4
"8453",11
"8454",1
"8455",7
"8456",2
"8457",1
"8458",9
"8459",1
"8460",13
"8461",3
"8462",9
"8463",8
"8464",2
"8465",6
"8466",2
"8467",11
"8468",1
"8469",1
"8470",1
"8471",1
"8472",9
"8473",1
"8474",1
"8475",2
"8476",1
"8477",3
"8478",3
"8479",16
"8480",1
"8481",5
"8482",3
"8483",2
"8484",2
"8485",8
"8486",1
"8487",4
"8488",1
"8489",6
"8490",1
"8491",12
"8492",2
"8493",4
"8494",2
"8495",2
"8496",3
"8497",12
"8498",16
"8499",4
"8500",7
"8501",6
"8502",3
"8503",4
"8504",5
"8505",15
"8506",2
"8507",9
"8508",1
"8509",2
"8510",2
"8511",2
"8512",1
"8513",6
"8514",4
"8515",3
"8516",2
"8517",6
"8518",1
"8519",7
"8520",8
"8521",5
"8522",13
"8523",3
"8524",1
"8525",3
"8526",16
"8527",8
"8528",4
"8529",4
"8530",1
"8531",3
"8532",8
"8533",4
"8534",2
"8535",1
"8536",3
"8537",6
"8538",3
"8539",4
"8540",2
"8541",4
"8542",7
"8543",3
"8544",2
"8545",16
"8546",3
"8547",1
"8548",6
"8549",3
"8550",1
"8551",2
"8552",3
"8553",2
"8554",4
"8555",1
"8556",4
"8557",8
"8558",4
"8559",3
"8560",7
"8561",5
"8562",5
"8563",2
"8564",2
"8565",1
"8566",1
"8567",4
"8568",7
"8569",1
"8570",3
"8571",6
"8572",1
"8573",6
"8574",1
"8575",6
"8576",2
"8577",3
"8578",7
"8579",5
"8580",13
"8581",9
"8582",1
"8583",2
"8584",5
"8585",7
"8586",3
"8587",2
"8588",2
"8589",9
"8590",5
"8591",1
"8592",3
"8593",11
"8594",3
"8595",7
"8596",2
"8597",5
"8598",4
"8599",7
"8600",2
"8601",5
"8602",5
"8603",3
"8604",8
"8605",9
"8606",13
"8607",3
"8608",2
"8609",6
"8610",6
"8611",11
"8612",1
"8613",2
"8614",1
"8615",7
"8616",4
"8617",2
"8618",2
"8619",3
"8620",2
"8621",11
"8622",2
"8623",12
"8624",2
"8625",3
"8626",3
"8627",3
"8628",4
"8629",7
"8630",12
"8631",1
"8632",7
"8633",2
"8634",1
"8635",2
"8636",3
"8637",9
"8638",3
"8639",12
"8640",2
"8641",4
"8642",1
"8643",5
"8644",14
"8645",2
"8646",1
"8647",1
"8648",1
"8649",2
"8650",11
"8651",2
"8652",11
"8653",2
"8654",6
"8655",12
"8656",5
"8657",4
"8658",1
"8659",2
"8660",1
"8661",7
"8662",5
"8663",2
"8664",7
"8665",11
"8666",10
"8667",13
"8668",4
"8669",12
"8670",1
"8671",2
"8672",7
"8673",1
"8674",1
"8675",1
"8676",7
"8677",15
"8678",5
"8679",4
"8680",5
"8681",11
"8682",4
"8683",7
"8684",4
"8685",4
"8686",2
"8687",5
"8688",3
"8689",18
"8690",10
"8691",2
"8692",3
"8693",6
"8694",10
"8695",2
"8696",1
"8697",2
"8698",7
"8699",2
"8700",5
"8701",8
"8702",4
"8703",30
"8704",7
"8705",8
"8706",8
"8707",2
"8708",12
"8709",4
"8710",5
"8711",3
"8712",7
"8713",4
"8714",3
"8715",6
"8716",14
"8717",4
"8718",4
"8719",2
"8720",4
"8721",3
"8722",5
"8723",2
"8724",8
"8725",13
"8726",1
"8727",1
"8728",7
"8729",12
"8730",5
"8731",6
"8732",2
"8733",5
"8734",4
"8735",4
"8736",6
"8737",2
"8738",2
"8739",1
"8740",2
"8741",3
"8742",1
"8743",8
"8744",2
"8745",5
"8746",9
"8747",7
"8748",1
"8749",4
"8750",13
"8751",14
"8752",10
"8753",2
"8754",1
"8755",3
"8756",5
"8757",4
"8758",7
"8759",3
"8760",1
"8761",2
"8762",11
"8763",3
"8764",1
"8765",2
"8766",1
"8767",3
"8768",2
"8769",4
"8770",1
"8771",2
"8772",15
"8773",2
"8774",6
"8775",6
"8776",2
"8777",3
"8778",6
"8779",4
"8780",6
"8781",5
"8782",11
"8783",1
"8784",3
"8785",7
"8786",9
"8787",7
"8788",8
"8789",3
"8790",6
"8791",7
"8792",1
"8793",6
"8794",4
"8795",4
"8796",2
"8797",5
"8798",10
"8799",7
"8800",2
"8801",2
"8802",12
"8803",2
"8804",1
"8805",9
"8806",3
"8807",1
"8808",2
"8809",16
"8810",4
"8811",5
"8812",1
"8813",9
"8814",10
"8815",4
"8816",1
"8817",5
"8818",8
"8819",1
"8820",5
"8821",5
"8822",5
"8823",2
"8824",13
"8825",2
"8826",5
"8827",7
"8828",8
"8829",2
"8830",2
"8831",3
"8832",5
"8833",5
"8834",6
"8835",8
"8836",2
"8837",3
"8838",1
"8839",3
"8840",4
"8841",10
"8842",3
"8843",6
"8844",2
"8845",4
"8846",7
"8847",1
"8848",4
"8849",5
"8850",2
"8851",2
"8852",16
"8853",1
"8854",7
"8855",6
"8856",9
"8857",9
"8858",1
"8859",3
"8860",1
"8861",12
"8862",2
"8863",4
"8864",8
"8865",2
"8866",4
"8867",6
"8868",7
"8869",1
"8870",3
"8871",6
"8872",5
"8873",17
"8874",2
"8875",18
"8876",1
"8877",9
"8878",1
"8879",4
"8880",5
"8881",1
"8882",3
"8883",3
"8884",16
"8885",7
"8886",3
"8887",1
"8888",5
"8889",8
"8890",1
"8891",8
"8892",14
"8893",9
"8894",3
"8895",4
"8896",2
"8897",5
"8898",1
"8899",4
"8900",2
"8901",2
"8902",3
"8903",1
"8904",3
"8905",12
"8906",4
"8907",13
"8908",11
"8909",1
"8910",3
"8911",3
"8912",1
"8913",11
"8914",2
"8915",1
"8916",1
"8917",1
"8918",3
"8919",2
"8920",2
"8921",1
"8922",2
"8923",1
"8924",6
"8925",10
"8926",5
"8927",10
"8928",3
"8929",6
"8930",1
"8931",3
"8932",3
"8933",2
"8934",5
"8935",8
"8936",6
"8937",6
"8938",7
"8939",2
"8940",2
"8941",8
"8942",9
"8943",1
"8944",8
"8945",4
"8946",1
"8947",7
"8948",1
"8949",6
"8950",5
"8951",4
"8952",8
"8953",2
"8954",15
"8955",8
"8956",9
"8957",2
"8958",1
"8959",5
"8960",2
"8961",4
"8962",17
"8963",2
"8964",18
"8965",2
"8966",1
"8967",3
"8968",10
"8969",2
"8970",6
"8971",5
"8972",2
"8973",1
"8974",5
"8975",1
"8976",5
"8977",3
"8978",3
"8979",4
"8980",3
"8981",2
"8982",6
"8983",7
"8984",4
"8985",2
"8986",5
"8987",7
"8988",7
"8989",13
"8990",1
"8991",9
"8992",9
"8993",2
"8994",13
"8995",7
"8996",1
"8997",1
"8998",2
"8999",3
"9000",1
"9001",11
"9002",18
"9003",4
"9004",4
"9005",2
"9006",12
"9007",6
"9008",8
"9009",7
"9010",7
"9011",1
"9012",3
"9013",4
"9014",9
"9015",11
"9016",2
"9017",4
"9018",3
"9019",7
"9020",2
"9021",1
"9022",1
"9023",2
"9024",10
"9025",1
"9026",5
"9027",1
"9028",5
"9029",7
"9030",1
"9031",3
"9032",1
"9033",7
"9034",2
"9035",2
"9036",3
"9037",6
"9038",4
"9039",3
"9040",5
"9041",1
"9042",2
"9043",10
"9044",9
"9045",6
"9046",2
"9047",3
"9048",6
"9049",4
"9050",2
"9051",9
"9052",13
"9053",3
"9054",11
"9055",11
"9056",3
"9057",3
"9058",12
"9059",1
"9060",7
"9061",1
"9062",2
"9063",12
"9064",2
"9065",10
"9066",6
"9067",2
"9068",6
"9069",1
"9070",4
"9071",2
"9072",2
"9073",4
"9074",4
"9075",3
"9076",8
"9077",1
"9078",4
"9079",5
"9080",3
"9081",3
"9082",13
"9083",6
"9084",1
"9085",3
"9086",4
"9087",2
"9088",5
"9089",10
"9090",2
"9091",4
"9092",1
"9093",14
"9094",11
"9095",19
"9096",3
"9097",14
"9098",6
"9099",2
"9100",1
"9101",3
"9102",3
"9103",4
"9104",7
"9105",1
"9106",2
"9107",13
"9108",1
"9109",6
"9110",1
"9111",2
"9112",4
"9113",7
"9114",2
"9115",2
"9116",4
"9117",6
"9118",5
"9119",1
"9120",4
"9121",1
"9122",5
"9123",3
"9124",10
"9125",10
"9126",26
"9127",3
"9128",2
"9129",9
"9130",7
"9131",3
"9132",4
"9133",2
"9134",3
"9135",1
"9136",1
"9137",3
"9138",3
"9139",1
"9140",7
"9141",6
"9142",1
"9143",5
"9144",12
"9145",5
"9146",1
"9147",8
"9148",7
"9149",3
"9150",2
"9151",8
"9152",4
"9153",3
"9154",14
"9155",6
"9156",1
"9157",10
"9158",9
"9159",17
"9160",2
"9161",2
"9162",2
"9163",4
"9164",3
"9165",1
"9166",1
"9167",25
"9168",9
"9169",1
"9170",1
"9171",10
"9172",4
"9173",2
"9174",12
"9175",7
"9176",2
"9177",3
"9178",2
"9179",7
"9180",2
"9181",2
"9182",8
"9183",2
"9184",10
"9185",2
"9186",15
"9187",16
"9188",9
"9189",1
"9190",10
"9191",3
"9192",7
"9193",9
"9194",16
"9195",7
"9196",2
"9197",2
"9198",17
"9199",1
"9200",4
"9201",8
"9202",11
"9203",2
"9204",3
"9205",8
"9206",15
"9207",2
"9208",1
"9209",1
"9210",2
"9211",2
"9212",3
"9213",1
"9214",4
"9215",6
"9216",9
"9217",3
"9218",5
"9219",8
"9220",1
"9221",1
"9222",1
"9223",5
"9224",5
"9225",5
"9226",12
"9227",24
"9228",1
"9229",16
"9230",1
"9231",1
"9232",4
"9233",3
"9234",1
"9235",3
"9236",7
"9237",1
"9238",2
"9239",7
"9240",3
"9241",1
"9242",7
"9243",13
"9244",1
"9245",5
"9246",4
"9247",7
"9248",1
"9249",3
"9250",7
"9251",18
"9252",1
"9253",7
"9254",8
"9255",4
"9256",7
"9257",3
"9258",12
"9259",9
"9260",5
"9261",5
"9262",7
"9263",7
"9264",1
"9265",1
"9266",19
"9267",2
"9268",1
"9269",6
"9270",1
"9271",2
"9272",1
"9273",1
"9274",7
"9275",3
"9276",7
"9277",3
"9278",2
"9279",3
"9280",14
"9281",8
"9282",1
"9283",4
"9284",8
"9285",3
"9286",4
"9287",1
"9288",6
"9289",5
"9290",19
"9291",1
"9292",1
"9293",2
"9294",3
"9295",1
"9296",2
"9297",5
"9298",3
"9299",2
"9300",16
"9301",8
"9302",4
"9303",6
"9304",3
"9305",9
"9306",3
"9307",4
"9308",4
"9309",8
"9310",2
"9311",8
"9312",1
"9313",7
"9314",6
"9315",1
"9316",2
"9317",6
"9318",4
"9319",3
"9320",3
"9321",3
"9322",2
"9323",1
"9324",5
"9325",3
"9326",3
"9327",9
"9328",5
"9329",1
"9330",5
"9331",3
"9332",6
"9333",15
"9334",4
"9335",4
"9336",6
"9337",3
"9338",3
"9339",8
"9340",2
"9341",8
"9342",1
"9343",2
"9344",2
"9345",2
"9346",1
"9347",3
"9348",2
"9349",4
"9350",1
"9351",4
"9352",4
"9353",5
"9354",3
"9355",4
"9356",4
"9357",6
"9358",7
"9359",6
"9360",5
"9361",3
"9362",13
"9363",4
"9364",9
"9365",3
"9366",11
"9367",2
"9368",10
"9369",9
"9370",7
"9371",11
"9372",11
"9373",5
"9374",9
"9375",8
"9376",7
"9377",2
"9378",1
"9379",7
"9380",1
"9381",19
"9382",5
"9383",4
"9384",12
"9385",3
"9386",3
"9387",1
"9388",1
"9389",3
"9390",1
"9391",1
"9392",6
"9393",1
"9394",6
"9395",11
"9396",8
"9397",2
"9398",2
"9399",1
"9400",3
"9401",10
"9402",10
"9403",3
"9404",8
"9405",5
"9406",2
"9407",4
"9408",4
"9409",1
"9410",7
"9411",16
"9412",1
"9413",7
"9414",1
"9415",2
"9416",6
"9417",2
"9418",10
"9419",2
"9420",3
"9421",4
"9422",2
"9423",5
"9424",1
"9425",1
"9426",3
"9427",11
"9428",5
"9429",5
"9430",8
"9431",7
"9432",3
"9433",6
"9434",3
"9435",4
"9436",11
"9437",4
"9438",8
"9439",3
"9440",8
"9441",2
"9442",2
"9443",1
"9444",4
"9445",1
"9446",3
"9447",1
"9448",4
"9449",8
"9450",9
"9451",2
"9452",9
"9453",7
"9454",4
"9455",3
"9456",1
"9457",2
"9458",4
"9459",4
"9460",3
"9461",1
"9462",2
"9463",5
"9464",4
"9465",6
"9466",7
"9467",2
"9468",4
"9469",7
"9470",2
"9471",1
"9472",2
"9473",4
"9474",9
"9475",7
"9476",10
"9477",7
"9478",4
"9479",2
"9480",8
"9481",5
"9482",5
"9483",4
"9484",1
"9485",10
"9486",1
"9487",4
"9488",1
"9489",1
"9490",3
"9491",6
"9492",19
"9493",2
"9494",3
