"","d"
"7163",1
"7164",1
"7165",2
"7166",1
"7167",1
"7168",2
"7169",1
"7170",1
"7171",1
"7172",23
"7173",1
"7174",2
"7175",1
"7176",3
"7177",12
"7178",14
"7179",2
"7180",1
"7181",1
"7182",1
"7183",3
"7184",2
"7185",2
"7186",1
"7187",1
"7188",6
"7189",1
"7190",2
"7191",2
"7192",1
"7193",1
"7194",6
"7195",2
"7196",2
"7197",10
"7198",2
"7199",10
"7200",1
"7201",1
"7202",6
"7203",5
"7204",2
"7205",12
"7206",9
"7207",11
"7208",35
"7209",1
"7210",1
"7211",1
"7212",4
"7213",13
"7214",14
"7215",3
"7216",1
"7217",1
"7218",11
"7219",1
"7220",9
"7221",2
"7222",12
"7223",2
"7224",1
"7225",1
"7226",1
"7227",2
"7228",2
"7229",10
"7230",2
"7231",1
"7232",1
"7233",1
"7234",3
"7235",1
"7236",2
"7237",6
"7238",3
"7239",1
"7240",1
"7241",1
"7242",2
"7243",1
"7244",9
"7245",1
"7246",1
"7247",3
"7248",2
"7249",2
"7250",5
"7251",1
"7252",2
"7253",1
"7254",1
"7255",1
"7256",7
"7257",1
"7258",2
"7259",9
"7260",7
"7261",5
"7262",7
"7263",15
"7264",8
"7265",1
"7266",6
"7267",1
"7268",3
"7269",2
"7270",28
"7271",2
"7272",1
"7273",14
"7274",1
"7275",3
"7276",1
"7277",1
"7278",17
"7279",14
"7280",1
"7281",2
"7282",1
"7283",19
"7284",1
"7285",1
"7286",1
"7287",1
"7288",11
"7289",1
"7290",6
"7291",30
"7292",12
"7293",6
"7294",2
"7295",3
"7296",20
"7297",2
"7298",1
"7299",2
"7300",15
"7301",1
"7302",3
"7303",1
"7304",5
"7305",4
"7306",3
"7307",1
"7308",1
"7309",2
"7310",1
"7311",1
"7312",2
"7313",1
"7314",1
"7315",1
"7316",1
"7317",1
"7318",26
"7319",7
"7320",1
"7321",3
"7322",11
"7323",4
"7324",2
"7325",1
"7326",17
"7327",8
"7328",15
"7329",4
"7330",1
"7331",1
"7332",2
"7333",3
"7334",9
"7335",10
"7336",6
"7337",1
"7338",16
"7339",2
"7340",1
"7341",10
"7342",11
"7343",4
"7344",10
"7345",8
"7346",7
"7347",8
"7348",2
"7349",13
"7350",16
"7351",2
"7352",3
"7353",19
"7354",28
"7355",15
"7356",12
"7357",1
"7358",1
"7359",25
"7360",3
"7361",10
"7362",2
"7363",5
"7364",1
"7365",1
"7366",8
"7367",4
"7368",2
"7369",17
"7370",9
"7371",1
"7372",39
"7373",3
"7374",1
"7375",7
"7376",6
"7377",4
"7378",5
"7379",50
"7380",1
"7381",2
"7382",1
"7383",2
"7384",3
"7385",2
"7386",1
"7387",24
"7388",11
"7389",1
"7390",1
"7391",5
"7392",4
"7393",1
"7394",1
"7395",1
"7396",2
"7397",4
"7398",2
"7399",1
"7400",1
"7401",14
"7402",1
"7403",1
"7404",11
"7405",6
"7406",1
"7407",1
"7408",1
"7409",19
"7410",11
"7411",1
"7412",27
"7413",2
"7414",7
"7415",3
"7416",6
"7417",3
"7418",1
"7419",2
"7420",13
"7421",1
"7422",2
"7423",1
"7424",2
"7425",1
"7426",1
"7427",5
"7428",2
"7429",15
"7430",1
"7431",2
"7432",45
"7433",1
"7434",1
"7435",1
"7436",1
"7437",1
"7438",17
"7439",1
"7440",13
"7441",4
"7442",4
"7443",2
"7444",18
"7445",1
"7446",6
"7447",10
"7448",2
"7449",1
"7450",19
"7451",2
"7452",26
"7453",13
"7454",2
"7455",6
"7456",2
"7457",2
"7458",25
"7459",1
"7460",1
"7461",9
"7462",1
"7463",1
"7464",1
"7465",1
"7466",1
"7467",1
"7468",25
"7469",17
"7470",2
"7471",1
"7472",1
"7473",1
"7474",1
"7475",1
"7476",2
"7477",3
"7478",38
"7479",9
"7480",1
"7481",6
"7482",1
"7483",2
"7484",6
"7485",1
"7486",1
"7487",9
"7488",1
"7489",15
"7490",1
"7491",7
"7492",28
"7493",6
"7494",21
"7495",2
"7496",29
"7497",5
"7498",1
"7499",1
"7500",1
"7501",1
"7502",8
"7503",4
"7504",14
"7505",17
"7506",1
"7507",2
"7508",15
"7509",12
"7510",5
"7511",16
"7512",12
"7513",18
"7514",2
"7515",19
"7516",14
"7517",1
"7518",2
"7519",1
"7520",2
"7521",5
"7522",1
"7523",5
"7524",1
"7525",2
"7526",5
"7527",1
"7528",2
"7529",1
"7530",11
"7531",6
"7532",1
"7533",11
"7534",1
"7535",1
"7536",3
"7537",18
"7538",3
"7539",3
"7540",36
"7541",1
"7542",5
"7543",3
"7544",24
"7545",2
"7546",6
"7547",1
"7548",7
"7549",9
"7550",6
"7551",1
"7552",2
"7553",1
"7554",10
"7555",2
"7556",1
"7557",2
"7558",15
"7559",3
"7560",5
"7561",2
"7562",29
"7563",4
"7564",1
"7565",9
"7566",1
"7567",1
"7568",1
"7569",2
"7570",4
"7571",6
"7572",2
"7573",1
"7574",1
"7575",10
"7576",11
"7577",2
"7578",1
"7579",1
"7580",7
"7581",8
"7582",2
"7583",1
"7584",2
"7585",2
"7586",1
"7587",3
"7588",2
"7589",16
"7590",1
"7591",1
"7592",17
"7593",1
"7594",1
"7595",19
"7596",11
"7597",2
"7598",1
"7599",4
"7600",2
"7601",6
"7602",1
"7603",2
"7604",4
"7605",9
"7606",17
"7607",2
"7608",37
"7609",2
"7610",13
"7611",3
"7612",2
"7613",4
"7614",1
"7615",22
"7616",1
"7617",1
"7618",8
"7619",1
"7620",2
"7621",1
"7622",34
"7623",2
"7624",2
"7625",2
"7626",3
"7627",8
"7628",17
"7629",2
"7630",14
"7631",13
"7632",24
"7633",18
"7634",1
"7635",2
"7636",1
"7637",7
"7638",2
"7639",2
"7640",21
"7641",2
"7642",2
"7643",1
"7644",2
"7645",3
"7646",5
"7647",10
"7648",1
"7649",3
"7650",1
"7651",6
"7652",2
"7653",13
"7654",22
"7655",1
"7656",1
"7657",3
"7658",1
"7659",1
"7660",1
"7661",12
"7662",7
"7663",1
"7664",1
"7665",1
"7666",1
"7667",5
"7668",2
"7669",2
"7670",3
"7671",1
"7672",1
"7673",8
"7674",4
"7675",2
"7676",3
"7677",1
"7678",29
"7679",1
"7680",2
"7681",1
"7682",1
"7683",2
"7684",2
"7685",1
"7686",3
"7687",2
"7688",4
"7689",9
"7690",11
"7691",2
"7692",1
"7693",22
"7694",1
"7695",5
"7696",3
"7697",1
"7698",2
"7699",19
"7700",1
"7701",9
"7702",1
"7703",11
"7704",1
"7705",2
"7706",1
"7707",5
"7708",1
"7709",31
"7710",2
"7711",1
"7712",2
"7713",1
"7714",1
"7715",3
"7716",1
"7717",1
"7718",2
"7719",1
"7720",15
"7721",23
"7722",1
"7723",7
"7724",1
"7725",1
"7726",1
"7727",4
"7728",2
"7729",2
"7730",1
"7731",8
"7732",1
"7733",2
"7734",8
"7735",3
"7736",10
"7737",9
"7738",1
"7739",1
"7740",12
"7741",1
"7742",19
"7743",22
"7744",20
"7745",30
"7746",25
"7747",9
"7748",17
"7749",13
"7750",14
"7751",20
"7752",1
"7753",13
"7754",8
"7755",5
"7756",1
"7757",1
"7758",5
"7759",2
"7760",6
"7761",3
"7762",2
"7763",9
"7764",38
"7765",1
"7766",1
"7767",2
"7768",1
"7769",2
"7770",1
"7771",1
"7772",1
"7773",1
"7774",1
"7775",1
"7776",1
"7777",34
"7778",9
"7779",5
"7780",6
"7781",8
"7782",1
"7783",1
"7784",1
"7785",6
"7786",9
"7787",2
"7788",24
"7789",9
"7790",1
"7791",1
"7792",4
"7793",15
"7794",5
"7795",1
"7796",13
"7797",1
"7798",11
"7799",1
"7800",1
"7801",1
"7802",3
"7803",1
"7804",1
"7805",4
"7806",2
"7807",1
"7808",14
"7809",6
"7810",29
"7811",7
"7812",2
"7813",30
"7814",1
"7815",6
"7816",2
"7817",1
"7818",3
"7819",5
"7820",2
"7821",15
"7822",2
"7823",2
"7824",2
"7825",5
"7826",3
"7827",8
"7828",3
"7829",1
"7830",1
"7831",2
"7832",1
"7833",1
"7834",2
"7835",24
"7836",9
"7837",22
"7838",1
"7839",3
"7840",4
"7841",19
"7842",3
"7843",9
"7844",2
"7845",18
"7846",10
"7847",5
"7848",12
"7849",2
"7850",2
"7851",7
"7852",1
"7853",17
"7854",1
"7855",8
"7856",8
"7857",32
"7858",5
"7859",1
"7860",3
"7861",7
"7862",17
"7863",5
"7864",6
"7865",2
"7866",1
"7867",2
"7868",16
"7869",1
"7870",10
"7871",1
"7872",2
"7873",10
"7874",15
"7875",1
"7876",1
"7877",12
"7878",4
"7879",9
"7880",11
"7881",32
"7882",2
"7883",6
"7884",8
"7885",7
"7886",25
"7887",1
"7888",3
"7889",13
"7890",19
"7891",1
"7892",1
"7893",11
"7894",7
"7895",1
"7896",9
"7897",49
"7898",1
"7899",37
"7900",2
"7901",6
"7902",3
"7903",1
"7904",1
"7905",2
"7906",3
"7907",3
"7908",9
"7909",8
"7910",1
"7911",1
"7912",8
"7913",12
"7914",2
"7915",6
"7916",12
"7917",1
"7918",24
"7919",20
"7920",7
"7921",2
"7922",19
"7923",27
"7924",1
"7925",1
"7926",2
"7927",1
"7928",4
"7929",4
"7930",12
"7931",1
"7932",5
"7933",9
"7934",3
"7935",4
"7936",2
"7937",1
"7938",26
"7939",1
"7940",3
"7941",1
"7942",1
"7943",29
"7944",1
"7945",1
"7946",2
"7947",4
"7948",1
"7949",2
"7950",22
"7951",4
"7952",1
"7953",1
"7954",9
"7955",1
"7956",3
"7957",3
"7958",1
"7959",3
"7960",6
"7961",3
"7962",3
"7963",7
"7964",1
"7965",3
"7966",1
"7967",10
"7968",2
"7969",1
"7970",2
"7971",1
"7972",2
"7973",2
"7974",20
"7975",10
"7976",7
"7977",29
"7978",12
"7979",1
"7980",1
"7981",5
"7982",2
"7983",1
"7984",1
"7985",1
"7986",9
"7987",2
"7988",1
"7989",2
"7990",1
"7991",1
"7992",9
"7993",5
"7994",1
"7995",11
"7996",5
"7997",8
"7998",4
"7999",4
"8000",12
"8001",2
"8002",1
"8003",14
"8004",9
"8005",1
"8006",5
"8007",14
"8008",7
"8009",1
"8010",3
"8011",1
"8012",3
"8013",2
"8014",3
"8015",2
"8016",1
"8017",2
"8018",1
"8019",1
"8020",10
"8021",2
"8022",2
"8023",15
"8024",2
"8025",15
"8026",1
"8027",20
"8028",2
"8029",1
"8030",14
"8031",4
"8032",7
"8033",1
"8034",2
"8035",5
"8036",1
"8037",9
"8038",3
"8039",1
"8040",2
"8041",1
"8042",1
"8043",1
"8044",8
"8045",1
"8046",1
"8047",3
"8048",9
"8049",2
"8050",7
"8051",2
"8052",2
"8053",2
"8054",4
"8055",2
"8056",2
"8057",3
"8058",1
"8059",9
"8060",3
"8061",28
"8062",10
"8063",2
"8064",3
"8065",1
"8066",1
"8067",6
"8068",1
"8069",25
"8070",1
"8071",1
"8072",1
"8073",15
"8074",2
"8075",3
"8076",12
"8077",1
"8078",9
"8079",15
"8080",1
"8081",19
"8082",1
"8083",7
"8084",2
"8085",2
"8086",10
"8087",2
"8088",1
"8089",20
"8090",13
"8091",9
"8092",4
"8093",3
"8094",1
"8095",1
"8096",4
"8097",3
"8098",3
"8099",1
"8100",2
"8101",1
"8102",22
"8103",4
"8104",3
"8105",1
"8106",5
"8107",2
"8108",4
"8109",17
"8110",2
"8111",25
"8112",2
"8113",1
"8114",1
"8115",3
"8116",2
"8117",2
"8118",2
"8119",25
"8120",1
"8121",1
"8122",18
"8123",7
"8124",12
"8125",18
"8126",4
"8127",1
"8128",2
"8129",7
"8130",54
"8131",2
"8132",2
"8133",3
"8134",6
"8135",10
"8136",4
"8137",1
"8138",1
"8139",1
"8140",27
"8141",2
"8142",12
"8143",2
"8144",9
"8145",1
"8146",63
"8147",2
"8148",1
"8149",1
"8150",6
"8151",6
"8152",1
"8153",9
"8154",2
"8155",3
"8156",4
"8157",1
"8158",1
"8159",1
"8160",6
"8161",3
"8162",1
"8163",3
"8164",3
"8165",19
"8166",2
"8167",1
"8168",9
"8169",6
"8170",1
"8171",1
"8172",4
"8173",10
"8174",9
"8175",1
"8176",7
"8177",4
"8178",18
"8179",6
"8180",2
"8181",2
"8182",2
"8183",51
"8184",5
"8185",5
"8186",12
"8187",46
"8188",1
"8189",8
"8190",1
"8191",7
"8192",6
"8193",3
"8194",6
"8195",8
"8196",1
"8197",2
"8198",9
"8199",1
"8200",3
"8201",8
"8202",1
"8203",2
"8204",2
"8205",3
"8206",13
"8207",1
"8208",1
"8209",1
"8210",1
"8211",1
"8212",6
"8213",26
"8214",1
"8215",3
"8216",1
"8217",1
"8218",3
"8219",11
"8220",3
"8221",1
"8222",1
"8223",8
"8224",8
"8225",2
"8226",2
"8227",5
"8228",3
"8229",1
"8230",2
"8231",4
"8232",1
"8233",1
"8234",15
"8235",6
"8236",17
"8237",3
"8238",17
"8239",1
"8240",2
"8241",6
"8242",6
"8243",1
"8244",22
"8245",9
"8246",2
"8247",5
"8248",1
"8249",38
"8250",5
"8251",1
"8252",1
"8253",2
"8254",2
"8255",8
"8256",1
"8257",6
"8258",11
"8259",4
"8260",2
"8261",6
"8262",18
"8263",6
"8264",36
"8265",2
"8266",7
"8267",1
"8268",8
"8269",15
"8270",1
"8271",1
"8272",1
"8273",12
"8274",27
"8275",5
"8276",2
"8277",28
"8278",11
"8279",1
"8280",1
"8281",2
"8282",8
"8283",12
"8284",9
"8285",1
"8286",8
"8287",2
"8288",1
"8289",8
"8290",1
"8291",1
"8292",1
"8293",7
"8294",4
"8295",1
"8296",10
"8297",6
"8298",10
"8299",2
"8300",6
"8301",3
"8302",3
"8303",4
"8304",2
"8305",3
"8306",36
"8307",1
"8308",1
"8309",2
"8310",8
"8311",57
"8312",3
"8313",7
"8314",16
"8315",1
"8316",1
"8317",1
"8318",2
"8319",6
"8320",1
"8321",8
"8322",38
"8323",1
"8324",9
"8325",3
"8326",2
"8327",1
"8328",6
"8329",5
"8330",3
"8331",8
"8332",3
"8333",2
"8334",16
"8335",1
"8336",2
"8337",1
"8338",21
"8339",1
"8340",15
"8341",8
"8342",8
"8343",2
"8344",27
"8345",10
"8346",1
"8347",3
"8348",2
"8349",1
"8350",4
"8351",12
"8352",1
"8353",1
"8354",3
"8355",31
"8356",1
"8357",3
"8358",11
"8359",1
"8360",1
"8361",1
"8362",3
"8363",1
"8364",6
"8365",1
"8366",1
"8367",3
"8368",6
"8369",21
"8370",14
"8371",17
"8372",12
"8373",5
"8374",1
"8375",12
"8376",2
"8377",10
"8378",2
"8379",2
"8380",2
"8381",9
"8382",1
"8383",6
"8384",1
"8385",13
"8386",2
"8387",15
"8388",1
"8389",1
"8390",9
"8391",2
"8392",10
"8393",16
"8394",1
"8395",1
"8396",1
"8397",1
"8398",21
"8399",1
"8400",1
"8401",10
"8402",2
"8403",1
"8404",1
"8405",1
"8406",2
"8407",2
"8408",5
"8409",2
"8410",1
"8411",2
"8412",2
"8413",6
"8414",1
"8415",1
"8416",5
"8417",1
"8418",24
"8419",1
"8420",11
"8421",2
"8422",2
"8423",13
"8424",13
"8425",6
"8426",9
"8427",1
"8428",1
"8429",28
"8430",14
"8431",8
"8432",7
"8433",2
"8434",2
"8435",5
"8436",12
"8437",1
"8438",5
"8439",3
"8440",1
"8441",3
"8442",1
"8443",4
"8444",9
"8445",1
"8446",1
"8447",4
"8448",2
"8449",16
"8450",1
"8451",1
"8452",2
"8453",1
"8454",11
"8455",1
"8456",6
"8457",19
"8458",1
"8459",17
"8460",1
"8461",4
"8462",1
"8463",1
"8464",5
"8465",1
"8466",10
"8467",1
"8468",15
"8469",19
"8470",61
"8471",30
"8472",1
"8473",17
"8474",18
"8475",5
"8476",11
"8477",3
"8478",4
"8479",1
"8480",12
"8481",2
"8482",3
"8483",5
"8484",8
"8485",1
"8486",14
"8487",2
"8488",11
"8489",1
"8490",12
"8491",1
"8492",5
"8493",2
"8494",10
"8495",5
"8496",3
"8497",1
"8498",1
"8499",2
"8500",1
"8501",1
"8502",4
"8503",2
"8504",2
"8505",1
"8506",8
"8507",1
"8508",14
"8509",7
"8510",6
"8511",7
"8512",19
"8513",1
"8514",3
"8515",3
"8516",9
"8517",1
"8518",28
"8519",1
"8520",1
"8521",2
"8522",1
"8523",3
"8524",11
"8525",4
"8526",1
"8527",1
"8528",2
"8529",3
"8530",27
"8531",3
"8532",1
"8533",2
"8534",8
"8535",14
"8536",5
"8537",1
"8538",4
"8539",2
"8540",6
"8541",2
"8542",1
"8543",5
"8544",5
"8545",1
"8546",3
"8547",30
"8548",1
"8549",3
"8550",11
"8551",6
"8552",3
"8553",6
"8554",2
"8555",40
"8556",2
"8557",1
"8558",2
"8559",4
"8560",1
"8561",2
"8562",2
"8563",7
"8564",7
"8565",18
"8566",12
"8567",2
"8568",1
"8569",12
"8570",4
"8571",1
"8572",16
"8573",1
"8574",27
"8575",1
"8576",5
"8577",4
"8578",1
"8579",2
"8580",1
"8581",1
"8582",13
"8583",5
"8584",2
"8585",1
"8586",5
"8587",6
"8588",6
"8589",1
"8590",2
"8591",19
"8592",3
"8593",1
"8594",4
"8595",1
"8596",5
"8597",2
"8598",2
"8599",1
"8600",6
"8601",2
"8602",2
"8603",3
"8604",1
"8605",1
"8606",1
"8607",5
"8608",7
"8609",1
"8610",1
"8611",1
"8612",13
"8613",8
"8614",17
"8615",1
"8616",3
"8617",7
"8618",5
"8619",3
"8620",5
"8621",1
"8622",7
"8623",1
"8624",9
"8625",3
"8626",3
"8627",4
"8628",2
"8629",1
"8630",1
"8631",14
"8632",1
"8633",8
"8634",23
"8635",8
"8636",3
"8637",1
"8638",3
"8639",1
"8640",10
"8641",2
"8642",16
"8643",2
"8644",1
"8645",8
"8646",12
"8647",22
"8648",18
"8649",7
"8650",1
"8651",10
"8652",1
"8653",9
"8654",1
"8655",1
"8656",2
"8657",2
"8658",17
"8659",10
"8660",23
"8661",1
"8662",2
"8663",6
"8664",1
"8665",1
"8666",1
"8667",1
"8668",2
"8669",1
"8670",12
"8671",5
"8672",1
"8673",14
"8674",51
"8675",12
"8676",1
"8677",1
"8678",2
"8679",3
"8680",2
"8681",1
"8682",3
"8683",1
"8684",2
"8685",2
"8686",6
"8687",2
"8688",5
"8689",1
"8690",1
"8691",6
"8692",3
"8693",1
"8694",1
"8695",7
"8696",16
"8697",5
"8698",1
"8699",8
"8700",2
"8701",1
"8702",2
"8703",1
"8704",1
"8705",1
"8706",1
"8707",6
"8708",1
"8709",3
"8710",2
"8711",3
"8712",1
"8713",3
"8714",4
"8715",1
"8716",1
"8717",2
"8718",2
"8719",10
"8720",2
"8721",4
"8722",2
"8723",9
"8724",1
"8725",1
"8726",17
"8727",16
"8728",1
"8729",1
"8730",2
"8731",1
"8732",7
"8733",1
"8734",2
"8735",2
"8736",1
"8737",9
"8738",8
"8739",13
"8740",8
"8741",4
"8742",11
"8743",1
"8744",5
"8745",2
"8746",1
"8747",1
"8748",34
"8749",3
"8750",1
"8751",1
"8752",1
"8753",9
"8754",11
"8755",3
"8756",2
"8757",3
"8758",1
"8759",3
"8760",19
"8761",6
"8762",1
"8763",5
"8764",18
"8765",6
"8766",41
"8767",3
"8768",9
"8769",2
"8770",12
"8771",9
"8772",1
"8773",6
"8774",1
"8775",1
"8776",9
"8777",3
"8778",1
"8779",2
"8780",1
"8781",2
"8782",1
"8783",23
"8784",3
"8785",1
"8786",1
"8787",1
"8788",1
"8789",3
"8790",1
"8791",1
"8792",19
"8793",1
"8794",2
"8795",3
"8796",9
"8797",2
"8798",1
"8799",1
"8800",8
"8801",10
"8802",1
"8803",5
"8804",17
"8805",1
"8806",4
"8807",13
"8808",9
"8809",1
"8810",2
"8811",2
"8812",22
"8813",1
"8814",1
"8815",3
"8816",20
"8817",2
"8818",1
"8819",25
"8820",2
"8821",2
"8822",2
"8823",8
"8824",1
"8825",10
"8826",2
"8827",1
"8828",1
"8829",9
"8830",9
"8831",3
"8832",2
"8833",2
"8834",1
"8835",1
"8836",10
"8837",3
"8838",35
"8839",3
"8840",2
"8841",1
"8842",5
"8843",1
"8844",6
"8845",2
"8846",1
"8847",14
"8848",2
"8849",2
"8850",9
"8851",10
"8852",1
"8853",11
"8854",1
"8855",1
"8856",1
"8857",1
"8858",24
"8859",3
"8860",26
"8861",1
"8862",10
"8863",2
"8864",1
"8865",9
"8866",2
"8867",1
"8868",1
"8869",14
"8870",5
"8871",1
"8872",2
"8873",1
"8874",10
"8875",1
"8876",29
"8877",1
"8878",18
"8879",2
"8880",2
"8881",27
"8882",4
"8883",3
"8884",1
"8885",1
"8886",3
"8887",11
"8888",2
"8889",1
"8890",14
"8891",1
"8892",1
"8893",1
"8894",3
"8895",2
"8896",6
"8897",1
"8898",29
"8899",3
"8900",9
"8901",7
"8902",3
"8903",12
"8904",3
"8905",1
"8906",2
"8907",1
"8908",1
"8909",16
"8910",3
"8911",4
"8912",22
"8913",1
"8914",9
"8915",12
"8916",27
"8917",16
"8918",4
"8919",7
"8920",8
"8921",19
"8922",6
"8923",13
"8924",1
"8925",1
"8926",2
"8927",1
"8928",3
"8929",1
"8930",43
"8931",5
"8932",4
"8933",6
"8934",2
"8935",1
"8936",1
"8937",1
"8938",1
"8939",5
"8940",6
"8941",1
"8942",1
"8943",25
"8944",1
"8945",2
"8946",26
"8947",1
"8948",17
"8949",1
"8950",2
"8951",2
"8952",1
"8953",8
"8954",1
"8955",1
"8956",1
"8957",8
"8958",15
"8959",2
"8960",8
"8961",2
"8962",1
"8963",7
"8964",1
"8965",5
"8966",24
"8967",4
"8968",1
"8969",9
"8970",1
"8971",2
"8972",5
"8973",29
"8974",1
"8975",14
"8976",2
"8977",4
"8978",3
"8979",2
"8980",5
"8981",9
"8982",1
"8983",1
"8984",2
"8985",7
"8986",2
"8987",1
"8988",1
"8989",1
"8990",11
"8991",1
"8992",1
"8993",8
"8994",1
"8995",1
"8996",11
"8997",13
"8998",6
"8999",5
"9000",15
"9001",1
"9002",1
"9003",2
"9004",2
"9005",10
"9006",1
"9007",1
"9008",1
"9009",1
"9010",1
"9011",32
"9012",5
"9013",2
"9014",1
"9015",1
"9016",10
"9017",2
"9018",5
"9019",1
"9020",5
"9021",18
"9022",11
"9023",8
"9024",1
"9025",15
"9026",2
"9027",15
"9028",2
"9029",1
"9030",16
"9031",3
"9032",42
"9033",1
"9034",8
"9035",6
"9036",3
"9037",1
"9038",3
"9039",3
"9040",2
"9041",15
"9042",6
"9043",1
"9044",1
"9045",1
"9046",6
"9047",5
"9048",1
"9049",3
"9050",9
"9051",1
"9052",1
"9053",5
"9054",1
"9055",1
"9056",4
"9057",4
"9058",1
"9059",20
"9060",1
"9061",12
"9062",9
"9063",1
"9064",9
"9065",1
"9066",1
"9067",7
"9068",1
"9069",16
"9070",2
"9071",9
"9072",6
"9073",2
"9074",2
"9075",4
"9076",1
"9077",13
"9078",2
"9079",2
"9080",3
"9081",3
"9082",1
"9083",1
"9084",17
"9085",4
"9086",2
"9087",8
"9088",2
"9089",1
"9090",5
"9091",2
"9092",13
"9093",1
"9094",1
"9095",1
"9096",4
"9097",1
"9098",1
"9099",7
"9100",21
"9101",3
"9102",3
"9103",2
"9104",1
"9105",11
"9106",6
"9107",1
"9108",28
"9109",1
"9110",24
"9111",9
"9112",2
"9113",1
"9114",9
"9115",10
"9116",2
"9117",1
"9118",1
"9119",16
"9120",2
"9121",21
"9122",2
"9123",4
"9124",1
"9125",1
"9126",1
"9127",3
"9128",10
"9129",1
"9130",1
"9131",3
"9132",2
"9133",9
"9134",4
"9135",18
"9136",15
"9137",3
"9138",3
"9139",48
"9140",1
"9141",1
"9142",13
"9143",2
"9144",1
"9145",2
"9146",15
"9147",1
"9148",1
"9149",3
"9150",10
"9151",1
"9152",2
"9153",4
"9154",1
"9155",1
"9156",16
"9157",1
"9158",1
"9159",1
"9160",6
"9161",9
"9162",8
"9163",2
"9164",3
"9165",74
"9166",19
"9167",1
"9168",1
"9169",25
"9170",12
"9171",1
"9172",2
"9173",8
"9174",1
"9175",1
"9176",6
"9177",3
"9178",8
"9179",1
"9180",10
"9181",7
"9182",1
"9183",8
"9184",1
"9185",7
"9186",1
"9187",1
"9188",1
"9189",13
"9190",1
"9191",4
"9192",1
"9193",1
"9194",1
"9195",1
"9196",8
"9197",8
"9198",1
"9199",36
"9200",2
"9201",1
"9202",1
"9203",7
"9204",4
"9205",1
"9206",1
"9207",6
"9208",19
"9209",18
"9210",5
"9211",6
"9212",4
"9213",11
"9214",2
"9215",1
"9216",1
"9217",3
"9218",2
"9219",1
"9220",18
"9221",11
"9222",24
"9223",2
"9224",2
"9225",2
"9226",1
"9227",1
"9228",26
"9229",1
"9230",14
"9231",15
"9232",2
"9233",3
"9234",18
"9235",3
"9236",1
"9237",16
"9238",8
"9239",1
"9240",3
"9241",16
"9242",1
"9243",1
"9244",36
"9245",2
"9246",2
"9247",1
"9248",16
"9249",3
"9250",1
"9251",1
"9252",16
"9253",1
"9254",1
"9255",2
"9256",1
"9257",3
"9258",1
"9259",1
"9260",2
"9261",2
"9262",1
"9263",1
"9264",58
"9265",28
"9266",1
"9267",6
"9268",31
"9269",1
"9270",21
"9271",6
"9272",11
"9273",15
"9274",1
"9275",4
"9276",1
"9277",3
"9278",5
"9279",3
"9280",1
"9281",1
"9282",26
"9283",2
"9284",1
"9285",3
"9286",2
"9287",19
"9288",1
"9289",2
"9290",1
"9291",24
"9292",18
"9293",9
"9294",3
"9295",16
"9296",9
"9297",2
"9298",3
"9299",6
"9300",1
"9301",1
"9302",2
"9303",1
"9304",5
"9305",1
"9306",3
"9307",2
"9308",2
"9309",1
"9310",8
"9311",1
"9312",27
"9313",1
"9314",1
"9315",12
"9316",8
"9317",1
"9318",2
"9319",3
"9320",5
"9321",3
"9322",10
"9323",37
"9324",2
"9325",4
"9326",3
"9327",1
"9328",2
"9329",11
"9330",2
"9331",3
"9332",1
"9333",1
"9334",2
"9335",2
"9336",1
"9337",5
"9338",3
"9339",1
"9340",6
"9341",1
"9342",16
"9343",8
"9344",6
"9345",9
"9346",13
"9347",4
"9348",6
"9349",2
"9350",15
"9351",3
"9352",2
"9353",2
"9354",3
"9355",2
"9356",2
"9357",1
"9358",1
"9359",1
"9360",2
"9361",4
"9362",1
"9363",2
"9364",1
"9365",5
"9366",1
"9367",8
"9368",1
"9369",1
"9370",1
"9371",1
"9372",1
"9373",2
"9374",1
"9375",1
"9376",1
"9377",7
"9378",17
"9379",1
"9380",11
"9381",1
"9382",2
"9383",2
"9384",1
"9385",3
"9386",3
"9387",23
"9388",50
"9389",4
"9390",22
"9391",25
"9392",1
"9393",25
"9394",1
"9395",1
"9396",1
"9397",10
"9398",6
"9399",16
"9400",4
"9401",1
"9402",1
"9403",3
"9404",1
"9405",2
"9406",10
"9407",2
"9408",3
"9409",13
"9410",1
"9411",1
"9412",27
"9413",1
"9414",16
"9415",5
"9416",1
"9417",6
"9418",1
"9419",6
"9420",5
"9421",2
"9422",6
"9423",2
"9424",13
"9425",22
"9426",4
"9427",1
"9428",2
"9429",1
"9430",1
"9431",1
"9432",4
"9433",1
"9434",3
"9435",2
"9436",1
"9437",2
"9438",1
"9439",4
"9440",1
"9441",5
"9442",6
"9443",26
"9444",3
"9445",17
"9446",4
"9447",18
"9448",2
"9449",1
"9450",1
"9451",8
"9452",1
"9453",1
"9454",2
"9455",5
"9456",12
"9457",6
"9458",2
"9459",2
"9460",3
"9461",19
"9462",7
"9463",2
"9464",2
"9465",1
"9466",1
"9467",6
"9468",2
"9469",1
"9470",9
"9471",15
"9472",7
"9473",2
"9474",1
"9475",1
"9476",1
"9477",1
"9478",2
"9479",7
"9480",1
"9481",2
"9482",2
"9483",2
"9484",22
"9485",1
"9486",14
"9487",2
"9488",30
"9489",13
"9490",3
"9491",1
"9492",1
"9493",9
"9494",5
