treebank	n	D	Drla	Dmin
spa	11	21	40	16
spa	19	46	120	34
spa	10	22	33	14
spa	19	45	120	31
spa	25	63	208	47
spa	21	43	146.667	32
spa	28	73	261	56
spa	9	17	26.6667	14
spa	29	69	280	54
spa	24	52	191.667	40
spa	14	28	65	24
spa	25	73	208	43
spa	15	42	74.6667	24
spa	16	35	85	23
spa	21	45	146.667	39
spa	29	76	280	55
spa	11	15	40	14
spa	14	29	65	19
spa	22	60	161	37
spa	30	74	299.667	56
spa	31	78	320	60
spa	20	51	133	31
spa	16	28	85	24
spa	23	52	176	40
spa	10	15	33	13
spa	24	57	191.667	40
spa	17	40	96	25
spa	23	46	176	38
spa	8	12	21	12
spa	13	27	56	20
spa	16	31	85	27
spa	14	35	65	23
spa	31	70	320	56
spa	18	43	107.667	27
spa	22	44	161	37
spa	19	37	120	31
spa	27	62	242.667	46
spa	25	59	208	43
spa	5	9	8	5
spa	14	44	65	21
spa	21	49	146.667	35
spa	34	77	385	63
spa	17	36	96	29
spa	11	19	40	15
spa	7	10	16	10
spa	13	24	56	21
spa	14	30	65	21
spa	21	48	146.667	36
spa	19	45	120	29
spa	18	45	107.667	28
spa	18	45	107.667	25
spa	21	51	146.667	35
spa	16	32	85	25
spa	7	11	16	10
spa	18	48	107.667	30
spa	10	15	33	13
spa	7	10	16	8
spa	27	54	242.667	49
spa	28	69	261	51
spa	20	58	133	35
spa	25	80	208	40
spa	15	26	74.6667	23
spa	22	52	161	39
spa	5	5	8	5
spa	25	59	208	47
spa	31	62	320	52
spa	13	22	56	18
spa	12	26	47.6667	17
spa	18	32	107.667	25
spa	32	76	341	58
spa	27	75	242.667	48
spa	21	44	146.667	38
spa	18	33	107.667	27
spa	23	46	176	38
spa	27	65	242.667	48
spa	13	27	56	18
spa	35	93	408	70
spa	26	58	225	46
spa	19	39	120	31
spa	18	43	107.667	30
spa	22	53	161	40
spa	17	31	96	27
spa	26	65	225	47
spa	20	45	133	33
spa	21	50	146.667	41
spa	16	30	85	24
spa	22	43	161	37
spa	29	70	280	53
spa	26	54	225	43
spa	16	31	85	25
spa	27	61	242.667	46
spa	12	24	47.6667	20
spa	20	36	133	30
spa	23	50	176	41
spa	24	63	191.667	45
spa	31	66	320	57
spa	26	65	225	51
spa	19	38	120	32
spa	21	42	146.667	32
spa	9	12	26.6667	11
spa	22	45	161	39
spa	22	40	161	38
spa	19	39	120	32
spa	18	46	107.667	33
spa	25	61	208	47
spa	25	65	208	44
spa	30	71	299.667	53
spa	41	145	560	89
spa	25	58	208	49
spa	32	102	341	59
spa	18	38	107.667	28
spa	13	22	56	18
spa	23	61	176	39
spa	21	47	146.667	36
spa	29	63	280	51
spa	18	36	107.667	30
spa	14	29	65	23
spa	19	36	120	32
spa	19	53	120	34
spa	19	35	120	32
spa	23	66	176	37
spa	29	63	280	51
spa	20	44	133	32
spa	31	74	320	56
spa	34	92	385	62
spa	15	30	74.6667	23
spa	24	55	191.667	46
spa	14	24	65	19
spa	16	28	85	24
spa	24	50	191.667	43
spa	26	62	225	50
spa	34	99	385	68
spa	28	58	261	48
spa	27	69	242.667	52
spa	35	89	408	62
spa	27	67	242.667	48
spa	20	52	133	34
spa	16	31	85	23
spa	45	155	674.667	85
spa	29	71	280	51
swe	30	91	299.667	58
swe	16	38	85	26
swe	30	88	299.667	57
swe	30	72	299.667	52
swe	8	14	21	10
swe	12	30	47.6667	17
swe	9	15	26.6667	11
swe	28	67	261	50
swe	15	27	74.6667	25
swe	5	10	8	6
swe	22	56	161	38
swe	18	37	107.667	33
swe	14	24	65	19
swe	18	42	107.667	26
swe	15	30	74.6667	26
swe	13	25	56	21
swe	11	16	40	14
swe	30	84	299.667	55
swe	13	42	56	27
swe	18	43	107.667	28
swe	15	31	74.6667	23
swe	11	20	40	16
swe	28	91	261	53
swe	10	18	33	13
swe	14	36	65	20
swe	14	33	65	23
swe	25	73	208	44
swe	20	52	133	34
swe	14	41	65	24
swe	28	94	261	54
swe	18	44	107.667	30
swe	15	27	74.6667	23
swe	11	19	40	15
swe	20	51	133	37
swe	20	45	133	35
swe	19	46	120	33
swe	15	27	74.6667	24
swe	6	11	11.6667	9
swe	7	9	16	8
swe	7	12	16	8
swe	13	21	56	18
swe	7	13	16	10
swe	16	37	85	24
swe	28	79	261	51
swe	27	69	242.667	51
swe	24	50	191.667	43
swe	12	24	47.6667	18
swe	31	82	320	59
swe	20	48	133	34
swe	31	100	320	58
swe	14	36	65	21
swe	21	59	146.667	40
swe	11	27	40	16
swe	22	55	161	34
swe	13	31	56	21
swe	30	66	299.667	54
swe	35	96	408	69
swe	15	23	74.6667	21
swe	18	47	107.667	29
swe	19	54	120	35
swe	13	29	56	22
swe	12	24	47.6667	18
swe	7	10	16	8
swe	14	31	65	19
swe	13	25	56	20
swe	7	9	16	8
swe	17	42	96	29
swe	17	36	96	28
swe	10	20	33	15
swe	26	68	225	45
swe	18	37	107.667	28
swe	23	56	176	41
swe	19	56	120	35
swe	22	65	161	38
swe	12	28	47.6667	16
swe	21	48	146.667	36
swe	16	35	85	25
swe	19	46	120	30
swe	19	37	120	32
swe	16	40	85	30
swe	12	25	47.6667	16
swe	20	67	133	32
swe	37	98	456	71
swe	17	41	96	28
swe	42	106	587.667	78
swe	22	55	161	37
swe	24	79	191.667	45
swe	23	51	176	45
swe	28	60	261	46
swe	21	44	146.667	37
swe	14	33	65	24
swe	27	56	242.667	44
swe	33	99	362.667	64
swe	23	54	176	41
swe	28	84	261	49
swe	11	23	40	16
swe	16	30	85	25
swe	29	70	280	51
swe	16	32	85	26
swe	15	36	74.6667	23
swe	28	90	261	55
swe	17	27	96	24
swe	32	87	341	59
swe	17	36	96	24
swe	29	87	280	58
swe	18	37	107.667	28
swe	31	75	320	54
swe	21	61	146.667	38
swe	34	105	385	66
swe	27	76	242.667	50
swe	9	16	26.6667	13
swe	12	23	47.6667	16
swe	17	30	96	26
swe	12	22	47.6667	20
swe	27	62	242.667	45
swe	32	78	341	57
swe	16	47	85	26
swe	28	52	261	45
swe	6	12	11.6667	7
swe	23	56	176	37
swe	10	18	33	12
swe	35	96	408	69
swe	16	29	85	23
swe	15	32	74.6667	26
swe	5	7	8	6
swe	21	61	146.667	37
swe	16	37	85	24
swe	26	56	225	48
swe	9	16	26.6667	12
swe	17	42	96	28
swe	11	20	40	14
swe	15	29	74.6667	22
swe	21	56	146.667	38
swe	12	32	47.6667	21
swe	18	41	107.667	30
swe	9	16	26.6667	12
swe	15	33	74.6667	22
swe	25	59	208	44
swe	24	55	191.667	42
swe	14	29	65	20
swe	19	41	120	32
swe	23	70	176	34
swe	21	56	146.667	37
swe	26	82	225	55
swe	14	39	65	21
swe	18	42	107.667	29
swe	17	46	96	26
swe	10	17	33	13
swe	4	4	5	4
swe	13	22	56	19
swe	20	43	133	32
swe	22	62	161	38
swe	17	33	96	27
swe	14	28	65	22
swe	20	42	133	35
swe	22	40	161	34
swe	16	38	85	26
swe	25	56	208	41
swe	15	30	74.6667	23
swe	10	20	33	13
swe	11	21	40	15
swe	25	57	208	45
swe	17	41	96	28
swe	13	29	56	20
swe	16	37	85	23
swe	19	47	120	32
swe	17	49	96	27
swe	14	33	65	22
swe	8	10	21	8
swe	15	48	74.6667	27
swe	4	4	5	4
swe	19	40	120	32
swe	12	22	47.6667	17
swe	7	12	16	8
swe	23	69	176	44
swe	6	9	11.6667	6
swe	12	34	47.6667	17
swe	9	13	26.6667	12
swe	12	28	47.6667	21
swe	14	42	65	23
swe	16	36	85	29
swe	18	41	107.667	34
swe	16	41	85	26
swe	13	33	56	17
swe	17	34	96	27
swe	24	64	191.667	44
swe	8	11	21	10
swe	5	6	8	5
swe	22	38	161	33
swe	12	27	47.6667	19
swe	23	52	176	39
swe	23	54	176	41
swe	22	60	161	36
swe	8	14	21	12
swe	21	48	146.667	40
swe	19	32	120	29
swe	22	68	161	43
swe	18	36	107.667	25
swe	10	15	33	13
swe	16	29	85	25
swe	23	68	176	42
swe	14	33	65	26
swe	21	41	146.667	33
swe	22	53	161	38
swe	12	31	47.6667	19
swe	13	26	56	20
swe	19	37	120	31
swe	15	33	74.6667	22
swe	5	10	8	6
swe	13	25	56	21
swe	12	18	47.6667	16
swe	24	49	191.667	40
swe	7	12	16	8
swe	13	32	56	18
swe	16	50	85	26
swe	11	21	40	15
swe	19	42	120	34
swe	29	78	280	60
swe	30	70	299.667	60
swe	15	30	74.6667	28
swe	23	54	176	39
swe	23	46	176	40
swe	8	13	21	10
swe	6	15	11.6667	9
swe	24	57	191.667	45
swe	26	69	225	42
swe	12	23	47.6667	17
swe	21	49	146.667	40
swe	4	4	5	3
swe	4	4	5	3
swe	23	72	176	41
swe	21	53	146.667	37
swe	11	20	40	17
swe	7	11	16	8
swe	22	44	161	31
swe	18	40	107.667	28
swe	17	37	96	29
swe	24	50	191.667	39
swe	11	19	40	15
swe	6	9	11.6667	6
swe	8	14	21	10
swe	26	69	225	49
swe	25	66	208	42
swe	17	36	96	28
swe	15	26	74.6667	23
swe	16	36	85	26
swe	17	44	96	26
swe	11	19	40	15
swe	19	47	120	33
swe	9	15	26.6667	12
swe	25	65	208	42
swe	14	28	65	24
swe	17	37	96	31
swe	14	27	65	21
swe	8	14	21	10
swe	19	37	120	34
swe	15	35	74.6667	24
swe	25	67	208	42
swe	23	54	176	39
swe	19	37	120	33
swe	12	22	47.6667	16
swe	18	47	107.667	33
swe	13	26	56	19
swe	18	42	107.667	30
swe	16	32	85	24
swe	19	46	120	34
swe	8	18	21	13
swe	23	56	176	38
swe	13	24	56	20
swe	21	58	146.667	33
swe	16	31	85	28
swe	22	58	161	36
swe	18	39	107.667	31
swe	21	42	146.667	36
swe	6	7	11.6667	6
swe	31	70	320	59
swe	14	37	65	22
swe	22	71	161	42
swe	22	52	161	37
swe	8	12	21	10
swe	18	39	107.667	32
swe	16	36	85	25
swe	20	44	133	33
swe	11	24	40	15
swe	13	35	56	21
swe	12	26	47.6667	16
swe	9	19	26.6667	12
swe	12	28	47.6667	19
swe	10	17	33	15
swe	14	30	65	23
swe	19	37	120	30
swe	11	18	40	16
swe	6	12	11.6667	7
swe	23	62	176	40
swe	14	22	65	18
swe	6	7	11.6667	6
swe	18	42	107.667	30
swe	6	11	11.6667	5
swe	21	61	146.667	44
swe	14	29	65	21
swe	10	17	33	13
swe	12	27	47.6667	19
swe	17	50	96	29
swe	13	22	56	20
swe	16	35	85	27
swe	26	60	225	43
swe	7	10	16	9
swe	12	23	47.6667	18
swe	24	56	191.667	40
swe	19	38	120	32
swe	12	24	47.6667	24
swe	16	31	85	28
swe	10	23	33	14
swe	12	29	47.6667	18
swe	20	46	133	35
swe	16	41	85	25
swe	8	15	21	9
swe	30	82	299.667	60
swe	17	31	96	25
swe	19	42	120	33
swe	9	14	26.6667	11
swe	26	67	225	43
swe	15	34	74.6667	26
swe	18	61	107.667	27
swe	13	33	56	17
swe	16	35	85	24
swe	20	34	133	29
swe	16	38	85	28
swe	19	41	120	30
swe	23	52	176	40
swe	13	33	56	20
swe	24	53	191.667	41
swe	18	51	107.667	28
swe	12	23	47.6667	19
swe	13	37	56	17
swe	17	36	96	27
swe	9	14	26.6667	11
swe	17	42	96	28
swe	11	22	40	15
swe	12	21	47.6667	19
swe	13	26	56	22
swe	16	28	85	24
swe	21	53	146.667	38
swe	17	40	96	29
swe	21	57	146.667	34
swe	25	74	208	45
swe	17	56	96	28
swe	10	21	33	14
swe	18	49	107.667	29
swe	21	46	146.667	32
swe	20	55	133	39
swe	22	65	161	41
swe	8	16	21	12
swe	10	22	33	16
swe	17	34	96	26
swe	26	64	225	44
swe	13	26	56	17
swe	22	49	161	40
swe	16	35	85	28
swe	8	13	21	10
swe	7	7	16	6
swe	17	45	96	28
swe	15	34	74.6667	23
swe	8	13	21	10
swe	17	39	96	26
swe	7	11	16	8
swe	11	23	40	17
swe	18	42	107.667	29
swe	17	47	96	27
swe	18	44	107.667	30
swe	21	60	146.667	37
swe	19	33	120	30
swe	22	51	161	39
swe	14	27	65	19
swe	7	10	16	8
swe	11	21	40	15
swe	11	19	40	15
swe	16	34	85	26
swe	27	57	242.667	45
swe	13	21	56	18
swe	12	22	47.6667	16
swe	25	63	208	44
swe	9	13	26.6667	11
swe	11	33	40	13
swe	11	28	40	16
swe	12	24	47.6667	17
swe	16	34	85	26
swe	16	27	85	24
swe	10	12	33	11
swe	8	11	21	9
swe	15	27	74.6667	23
swe	6	9	11.6667	7
swe	18	41	107.667	28
swe	20	45	133	36
swe	20	45	133	32
swe	23	51	176	42
swe	15	30	74.6667	23
swe	8	10	21	10
swe	17	30	96	24
swe	11	14	40	13
swe	27	87	242.667	53
swe	20	44	133	33
swe	20	46	133	29
swe	15	29	74.6667	23
swe	23	59	176	40
swe	16	39	85	24
swe	14	31	65	22
swe	25	60	208	42
swe	23	51	176	41
swe	19	46	120	29
swe	16	40	85	27
swe	34	114	385	63
swe	14	28	65	21
swe	8	14	21	10
swe	15	27	74.6667	23
swe	25	63	208	40
swe	27	55	242.667	47
swe	24	65	191.667	43
swe	16	36	85	25
swe	18	41	107.667	29
swe	9	17	26.6667	13
swe	6	11	11.6667	7
swe	16	49	85	26
swe	13	36	56	18
swe	26	75	225	47
swe	19	48	120	29
swe	26	77	225	49
swe	28	79	261	50
swe	8	15	21	10
swe	13	27	56	15
swe	25	73	208	42
swe	14	28	65	22
swe	21	52	146.667	35
swe	12	25	47.6667	19
swe	11	17	40	14
swe	18	38	107.667	32
swe	13	26	56	16
swe	15	26	74.6667	21
swe	16	35	85	24
swe	18	43	107.667	29
swe	10	19	33	13
swe	28	85	261	57
swe	16	30	85	23
swe	18	42	107.667	27
swe	40	96	533	80
swe	8	12	21	9
swe	23	60	176	42
swe	6	9	11.6667	7
swe	9	13	26.6667	11
swe	10	18	33	15
swe	5	7	8	5
swe	6	11	11.6667	6
swe	11	19	40	16
swe	15	26	74.6667	21
swe	18	36	107.667	28
swe	24	71	191.667	46
swe	10	19	33	14
swe	28	79	261	57
swe	11	24	40	15
swe	16	35	85	26
swe	8	10	21	10
swe	9	18	26.6667	11
swe	17	36	96	26
swe	14	42	65	23
swe	13	22	56	18
swe	14	31	65	25
swe	15	32	74.6667	23
swe	16	28	85	24
swe	22	60	161	42
swe	11	22	40	16
swe	18	36	107.667	27
swe	18	44	107.667	30
swe	15	29	74.6667	21
swe	9	16	26.6667	12
swe	20	42	133	36
swe	14	28	65	22
swe	12	19	47.6667	18
swe	21	47	146.667	32
swe	14	28	65	19
swe	15	37	74.6667	29
swe	24	55	191.667	43
swe	33	99	362.667	65
swe	13	33	56	19
swe	29	72	280	50
swe	29	63	280	53
swe	14	36	65	21
swe	12	23	47.6667	19
swe	14	29	65	20
swe	18	37	107.667	30
swe	34	84	385	66
swe	19	44	120	33
swe	16	34	85	26
swe	14	30	65	22
swe	14	29	65	21
swe	12	27	47.6667	18
swe	23	57	176	42
swe	11	22	40	14
swe	14	27	65	19
swe	14	32	65	20
swe	29	114	280	54
swe	15	31	74.6667	22
swe	13	25	56	19
swe	22	57	161	38
swe	14	32	65	18
swe	27	63	242.667	47
swe	28	60	261	51
swe	16	31	85	22
swe	20	42	133	34
swe	15	32	74.6667	24
swe	22	57	161	42
swe	29	82	280	51
swe	17	40	96	32
swe	28	68	261	51
swe	8	10	21	9
swe	14	37	65	18
swe	25	65	208	51
swe	11	20	40	17
swe	9	13	26.6667	11
swe	16	30	85	25
swe	20	33	133	30
swe	19	40	120	29
swe	18	42	107.667	33
swe	25	57	208	41
swe	14	26	65	21
swe	23	60	176	41
swe	36	108	431.667	69
swe	19	40	120	30
swe	8	16	21	11
swe	37	116	456	75
swe	22	51	161	41
swe	19	39	120	30
swe	19	40	120	33
swe	21	40	146.667	31
swe	20	45	133	30
swe	16	56	85	23
swe	23	40	176	34
swe	23	57	176	37
swe	17	37	96	26
swe	20	45	133	33
swe	12	19	47.6667	16
swe	24	51	191.667	42
swe	6	9	11.6667	7
swe	15	38	74.6667	22
swe	15	33	74.6667	22
swe	25	79	208	43
swe	23	48	176	37
swe	23	43	176	38
swe	11	20	40	13
swe	12	22	47.6667	17
swe	15	41	74.6667	21
swe	6	8	11.6667	6
swe	6	8	11.6667	6
swe	10	18	33	14
swe	29	88	280	54
swe	9	26	26.6667	12
swe	14	34	65	24
swe	15	28	74.6667	22
swe	27	65	242.667	49
swe	24	49	191.667	42
swe	14	39	65	20
swe	15	32	74.6667	23
swe	12	25	47.6667	17
swe	19	39	120	30
swe	25	70	208	43
swe	41	141	560	80
swe	21	59	146.667	34
swe	46	129	705	95
swe	16	27	85	22
swe	19	39	120	29
swe	23	50	176	38
swe	17	40	96	26
swe	11	15	40	14
swe	15	33	74.6667	22
swe	24	94	191.667	42
swe	25	71	208	49
swe	10	16	33	14
swe	7	13	16	9
swe	17	37	96	30
swe	38	88	481	68
swe	22	54	161	41
swe	7	15	16	8
swe	10	18	33	14
swe	14	27	65	21
swe	21	40	146.667	35
swe	8	12	21	8
swe	18	43	107.667	30
swe	7	9	16	8
swe	20	47	133	34
swe	18	37	107.667	27
swe	10	16	33	13
swe	14	27	65	22
swe	11	27	40	15
swe	10	22	33	13
swe	25	54	208	40
swe	19	39	120	30
swe	16	27	85	21
swe	19	39	120	29
swe	20	54	133	35
swe	24	60	191.667	36
swe	17	38	96	30
swe	10	16	33	13
swe	12	16	47.6667	15
swe	18	35	107.667	29
swe	17	55	96	32
swe	18	49	107.667	27
swe	28	97	261	58
swe	11	19	40	15
swe	32	73	341	62
swe	20	51	133	34
swe	20	52	133	38
swe	24	75	191.667	41
swe	15	30	74.6667	22
swe	17	41	96	27
swe	10	13	33	12
swe	22	59	161	41
swe	17	57	96	27
swe	9	20	26.6667	11
swe	18	58	107.667	33
swe	23	74	176	39
swe	11	18	40	17
swe	19	45	120	31
swe	19	35	120	28
swe	13	24	56	18
swe	18	30	107.667	25
swe	21	39	146.667	33
swe	12	23	47.6667	16
swe	21	48	146.667	30
swe	28	73	261	56
swe	30	69	299.667	53
swe	27	71	242.667	51
swe	28	95	261	54
swe	38	103	481	74
swe	12	24	47.6667	17
swe	26	74	225	51
swe	6	8	11.6667	6
swe	15	31	74.6667	20
swe	14	31	65	22
swe	13	28	56	21
swe	13	20	56	17
swe	25	49	208	42
swe	19	38	120	30
swe	17	36	96	29
swe	9	16	26.6667	12
swe	10	18	33	15
swe	16	32	85	29
swe	21	49	146.667	38
swe	12	24	47.6667	18
swe	14	35	65	24
swe	11	20	40	16
swe	14	24	65	20
swe	20	34	133	31
swe	14	41	65	25
swe	15	38	74.6667	23
swe	27	55	242.667	48
swe	18	30	107.667	28
swe	18	35	107.667	29
swe	16	32	85	26
swe	10	18	33	13
swe	27	76	242.667	47
swe	5	6	8	5
swe	8	11	21	9
swe	25	91	208	41
swe	10	16	33	14
swe	12	18	47.6667	16
swe	10	15	33	14
swe	20	44	133	32
swe	22	44	161	35
swe	18	51	107.667	32
swe	17	31	96	28
swe	25	52	208	43
swe	26	68	225	51
swe	30	79	299.667	64
swe	31	89	320	66
swe	17	35	96	27
swe	20	47	133	35
swe	14	26	65	21
swe	17	36	96	28
swe	10	17	33	13
swe	25	65	208	42
swe	12	22	47.6667	17
swe	20	65	133	31
swe	22	50	161	41
swe	11	19	40	15
swe	9	16	26.6667	12
swe	9	16	26.6667	13
swe	28	65	261	46
swe	20	44	133	32
swe	17	41	96	27
swe	24	56	191.667	45
swe	22	70	161	44
swe	14	27	65	23
swe	8	14	21	10
swe	20	37	133	33
swe	24	56	191.667	39
swe	18	51	107.667	31
swe	25	57	208	42
swe	25	55	208	42
swe	19	47	120	31
swe	11	22	40	18
swe	24	67	191.667	44
swe	12	26	47.6667	15
swe	12	28	47.6667	22
swe	25	53	208	46
swe	13	33	56	20
swe	20	40	133	36
swe	29	70	280	54
swe	12	24	47.6667	18
swe	21	38	146.667	34
swe	19	42	120	29
swe	20	47	133	37
swe	20	38	133	31
swe	23	60	176	42
swe	9	20	26.6667	14
swe	11	18	40	14
swe	30	63	299.667	54
swe	24	49	191.667	36
swe	13	21	56	18
swe	25	73	208	45
swe	20	47	133	34
swe	13	28	56	22
swe	13	33	56	18
swe	5	7	8	5
swe	32	79	341	58
swe	5	7	8	4
swe	10	16	33	14
swe	20	48	133	35
swe	15	41	74.6667	24
swe	13	27	56	20
swe	20	42	133	30
swe	20	53	133	37
swe	25	54	208	41
swe	19	41	120	33
swe	25	59	208	41
swe	13	23	56	18
swe	17	39	96	28
swe	32	80	341	61
swe	15	31	74.6667	24
swe	20	49	133	36
swe	12	20	47.6667	18
swe	19	42	120	32
swe	22	45	161	37
swe	8	10	21	9
swe	21	45	146.667	35
swe	16	39	85	29
swe	27	71	242.667	48
swe	34	109	385	65
swe	9	16	26.6667	12
swe	13	25	56	19
swe	16	32	85	24
swe	16	38	85	27
swe	21	37	146.667	31
swe	9	19	26.6667	13
swe	14	36	65	25
swe	13	23	56	20
swe	13	31	56	23
swe	17	44	96	27
swe	11	22	40	17
swe	10	17	33	12
swe	47	131	736	102
swe	17	48	96	30
swe	10	17	33	13
swe	24	97	191.667	43
swe	6	9	11.6667	7
swe	18	35	107.667	29
swe	13	31	56	22
swe	10	17	33	13
swe	10	23	33	15
swe	15	49	74.6667	25
swe	5	7	8	4
swe	12	27	47.6667	18
swe	19	44	120	32
swe	9	17	26.6667	12
swe	6	15	11.6667	9
swe	12	23	47.6667	17
swe	16	35	85	25
swe	7	13	16	10
swe	5	8	8	5
swe	10	17	33	15
swe	14	45	65	21
swe	9	20	26.6667	12
swe	22	64	161	41
swe	28	65	261	49
swe	22	40	161	36
swe	7	13	16	10
swe	7	12	16	7
swe	12	21	47.6667	18
swe	14	37	65	21
swe	26	69	225	47
swe	12	23	47.6667	19
swe	32	81	341	54
swe	9	15	26.6667	12
swe	14	33	65	24
swe	14	34	65	23
swe	35	106	408	75
swe	23	55	176	38
swe	31	88	320	67
swe	13	32	56	20
swe	16	38	85	28
swe	14	29	65	25
swe	7	12	16	10
swe	14	34	65	24
swe	18	45	107.667	29
swe	12	20	47.6667	17
swe	20	41	133	30
swe	19	36	120	30
swe	14	26	65	19
swe	19	42	120	32
swe	12	21	47.6667	17
swe	13	32	56	17
swe	12	22	47.6667	17
swe	21	65	146.667	37
swe	16	34	85	30
swe	13	21	56	17
swe	14	23	65	20
swe	27	77	242.667	49
swe	14	35	65	21
swe	9	15	26.6667	13
swe	21	58	146.667	36
swe	20	49	133	33
swe	19	39	120	32
swe	6	9	11.6667	7
swe	27	65	242.667	46
swe	18	48	107.667	29
swe	14	24	65	18
swe	16	36	85	28
swe	13	29	56	21
swe	5	6	8	5
swe	18	36	107.667	28
swe	14	25	65	22
swe	13	27	56	21
swe	22	56	161	41
swe	11	26	40	18
swe	28	58	261	48
swe	22	44	161	36
swe	20	48	133	38
swe	29	62	280	54
swe	16	27	85	25
swe	13	24	56	17
swe	14	30	65	20
swe	22	43	161	35
swe	21	45	146.667	33
swe	20	42	133	32
swe	21	42	146.667	36
swe	13	29	56	22
swe	20	52	133	34
swe	23	74	176	39
swe	9	14	26.6667	11
swe	30	71	299.667	52
swe	8	22	21	13
swe	24	66	191.667	44
swe	7	10	16	8
swe	9	17	26.6667	12
swe	13	24	56	20
swe	11	26	40	16
swe	17	31	96	27
swe	10	19	33	14
swe	17	45	96	29
swe	11	22	40	16
swe	14	25	65	20
swe	23	56	176	50
swe	15	50	74.6667	24
swe	25	80	208	43
swe	11	28	40	14
swe	31	75	320	63
swe	21	47	146.667	34
swe	15	34	74.6667	25
swe	30	99	299.667	64
swe	18	46	107.667	33
swe	10	16	33	13
swe	19	41	120	34
swe	21	61	146.667	36
swe	9	13	26.6667	12
swe	10	20	33	12
swe	17	47	96	26
swe	20	38	133	32
swe	20	59	133	35
swe	16	33	85	24
swe	14	24	65	19
swe	13	23	56	18
swe	9	11	26.6667	11
swe	21	55	146.667	35
swe	13	25	56	20
swe	14	30	65	21
swe	9	13	26.6667	13
swe	9	25	26.6667	14
swe	11	18	40	14
swe	8	13	21	9
swe	21	39	146.667	34
swe	15	29	74.6667	22
swe	14	26	65	21
swe	17	33	96	25
swe	15	28	74.6667	21
swe	17	33	96	27
swe	5	6	8	5
swe	9	27	26.6667	11
swe	13	27	56	17
swe	28	60	261	49
swe	16	39	85	27
swe	8	12	21	10
swe	8	22	21	12
swe	12	22	47.6667	17
swe	13	28	56	20
swe	15	38	74.6667	23
swe	13	23	56	17
swe	16	36	85	24
swe	20	50	133	30
swe	18	48	107.667	29
swe	10	21	33	12
swe	6	10	11.6667	7
swe	9	19	26.6667	12
swe	6	7	11.6667	6
swe	4	4	5	4
swe	27	72	242.667	52
swe	19	38	120	32
swe	16	43	85	25
swe	20	48	133	33
swe	9	13	26.6667	11
swe	18	47	107.667	32
swe	4	4	5	4
swe	19	41	120	31
swe	21	42	146.667	33
swe	12	21	47.6667	16
swe	11	18	40	14
swe	16	25	85	21
swe	24	49	191.667	42
swe	21	65	146.667	38
swe	16	33	85	27
swe	13	21	56	18
swe	17	30	96	25
swe	27	65	242.667	48
swe	9	19	26.6667	12
swe	33	103	362.667	65
swe	15	32	74.6667	24
swe	13	26	56	19
swe	16	55	85	25
swe	19	43	120	31
swe	12	19	47.6667	16
swe	22	56	161	38
swe	16	43	85	22
swe	19	48	120	36
swe	15	29	74.6667	23
swe	18	29	107.667	26
swe	26	76	225	48
swe	22	44	161	32
swe	16	41	85	27
swe	25	51	208	41
swe	10	27	33	12
swe	19	51	120	29
swe	23	47	176	40
swe	15	42	74.6667	23
swe	22	40	161	34
swe	19	50	120	36
swe	16	31	85	25
swe	17	31	96	25
swe	12	24	47.6667	17
swe	21	52	146.667	36
swe	18	40	107.667	28
swe	18	38	107.667	33
swe	19	54	120	33
swe	19	58	120	35
swe	22	54	161	40
swe	27	73	242.667	48
swe	38	113	481	76
swe	19	44	120	33
swe	32	115	341	61
swe	14	28	65	21
swe	13	29	56	19
swe	21	60	146.667	35
swe	19	38	120	32
swe	26	59	225	47
swe	15	26	74.6667	21
swe	12	21	47.6667	18
swe	18	39	107.667	32
swe	16	44	85	28
swe	17	30	96	27
swe	19	56	120	30
swe	24	71	191.667	43
swe	18	35	107.667	25
swe	27	60	242.667	47
swe	26	68	225	46
swe	13	21	56	18
swe	21	43	146.667	32
swe	11	16	40	16
swe	12	20	47.6667	17
swe	17	35	96	26
swe	19	38	120	32
swe	31	105	320	58
swe	26	71	225	49
swe	18	41	107.667	28
swe	36	124	431.667	66
swe	29	73	280	52
swe	16	36	85	25
swe	16	28	85	23
swe	49	172	800	99
swe	22	43	161	35
tha	39	109	506.667	78
tha	15	32	74.6667	22
tha	40	108	533	76
tha	33	87	362.667	59
tha	14	25	65	20
tha	18	55	107.667	31
tha	10	19	33	13
tha	36	82	431.667	68
tha	24	46	191.667	41
tha	10	18	33	14
tha	22	47	161	36
tha	21	48	146.667	35
tha	18	46	107.667	25
tha	21	60	146.667	35
tha	21	42	146.667	34
tha	13	23	56	20
tha	15	25	74.6667	21
tha	44	151	645	91
tha	15	34	74.6667	27
tha	25	76	208	42
tha	16	44	85	23
tha	15	35	74.6667	22
tha	40	138	533	76
tha	18	44	107.667	38
tha	16	30	85	23
tha	20	45	133	33
tha	32	87	341	51
tha	33	100	362.667	59
tha	14	34	65	21
tha	44	136	645	81
tha	26	55	225	45
tha	21	39	146.667	33
tha	15	23	74.6667	20
tha	31	83	320	57
tha	20	46	133	35
tha	24	52	191.667	44
tha	24	54	191.667	41
tha	6	8	11.6667	7
tha	8	11	21	9
tha	12	22	47.6667	17
tha	22	52	161	35
tha	14	23	65	19
tha	23	53	176	39
tha	40	112	533	69
tha	33	106	362.667	60
tha	35	87	408	66
tha	12	17	47.6667	16
tha	33	82	362.667	57
tha	23	60	176	39
