treebank	n	D	Drla	Dmin
swe	17	26	96	22
swe	24	49	191.667	37
swe	8	9	21	8
swe	5	5	8	5
swe	22	32	161	30
swe	12	19	47.6667	16
swe	23	42	176	35
swe	23	43	176	36
swe	22	49	161	33
swe	8	12	21	9
swe	21	41	146.667	37
swe	19	25	120	24
swe	22	58	161	37
swe	18	30	107.667	22
swe	10	15	33	11
swe	16	26	85	23
swe	23	60	176	37
swe	14	30	65	21
swe	21	38	146.667	29
swe	22	45	161	32
swe	12	24	47.6667	19
swe	13	25	56	16
swe	19	31	120	25
swe	15	29	74.6667	20
swe	5	7	8	6
swe	13	17	56	16
swe	12	15	47.6667	14
swe	24	37	191.667	34
swe	7	12	16	8
swe	13	27	56	15
swe	16	43	85	19
swe	11	18	40	14
swe	19	34	120	30
swe	29	62	280	54
swe	30	61	299.667	56
swe	15	28	74.6667	24
swe	23	41	176	36
swe	23	33	176	32
swe	8	11	21	9
swe	6	8	11.6667	7
swe	24	54	191.667	38
swe	26	59	225	37
swe	12	21	47.6667	16
swe	21	32	146.667	29
swe	4	4	5	3
swe	4	3	5	3
swe	23	64	176	38
swe	21	46	146.667	34
swe	11	15	40	13
swe	7	10	16	8
swe	22	37	161	26
swe	18	38	107.667	26
swe	17	32	96	24
swe	24	48	191.667	33
swe	11	15	40	13
swe	6	8	11.6667	6
swe	8	12	21	9
swe	26	64	225	46
swe	25	44	208	35
swe	17	27	96	24
swe	15	19	74.6667	18
swe	16	26	85	20
swe	17	35	96	21
swe	11	16	40	14
swe	19	41	120	28
swe	9	14	26.6667	10
swe	25	63	208	38
swe	14	22	65	20
swe	17	31	96	25
swe	14	24	65	21
swe	8	11	21	9
swe	19	32	120	28
swe	15	29	74.6667	22
swe	25	59	208	39
swe	23	51	176	34
swe	19	29	120	28
swe	12	15	47.6667	13
swe	18	36	107.667	25
swe	13	24	56	18
swe	18	35	107.667	27
swe	16	29	85	22
swe	19	40	120	31
swe	8	12	21	10
swe	23	48	176	33
swe	13	18	56	14
swe	21	44	146.667	26
swe	16	24	85	20
swe	22	51	161	35
swe	18	28	107.667	24
swe	21	34	146.667	30
swe	6	5	11.6667	5
swe	31	56	320	49
swe	14	38	65	20
swe	22	45	161	29
swe	22	46	161	34
swe	8	10	21	8
swe	18	34	107.667	29
swe	16	29	85	21
swe	20	44	133	31
swe	11	21	40	14
swe	13	33	56	16
swe	12	21	47.6667	13
swe	9	18	26.6667	11
swe	12	24	47.6667	16
swe	10	12	33	12
swe	14	24	65	18
swe	19	32	120	25
swe	11	17	40	16
swe	6	8	11.6667	6
swe	23	63	176	36
swe	14	22	65	18
swe	6	7	11.6667	6
swe	18	32	107.667	22
swe	6	11	11.6667	5
swe	21	60	146.667	35
swe	14	22	65	20
swe	10	14	33	12
swe	12	21	47.6667	17
swe	17	42	96	27
swe	13	19	56	18
swe	16	33	85	23
swe	26	50	225	38
swe	7	10	16	9
swe	12	27	47.6667	17
swe	24	49	191.667	35
swe	19	36	120	29
swe	12	21	47.6667	19
swe	16	30	85	22
swe	10	19	33	12
swe	12	21	47.6667	15
swe	20	37	133	30
swe	16	34	85	22
swe	8	12	21	8
swe	30	77	299.667	54
swe	17	26	96	22
swe	19	36	120	31
swe	9	12	26.6667	11
swe	26	62	225	42
swe	15	24	74.6667	19
swe	18	47	107.667	26
swe	13	24	56	16
swe	16	27	85	22
swe	20	22	133	22
swe	16	26	85	24
swe	19	31	120	24
swe	23	50	176	35
swe	13	24	56	19
swe	24	33	191.667	32
swe	18	46	107.667	24
swe	12	23	47.6667	17
swe	13	31	56	14
swe	17	30	96	23
swe	9	12	26.6667	10
swe	17	43	96	24
swe	11	16	40	12
swe	12	18	47.6667	15
swe	13	24	56	17
swe	16	26	85	22
swe	21	44	146.667	31
swe	17	28	96	22
swe	21	43	146.667	26
swe	25	67	208	41
swe	17	48	96	25
swe	10	19	33	13
swe	18	41	107.667	25
swe	21	46	146.667	32
swe	20	43	133	33
swe	22	56	161	35
swe	8	10	21	9
swe	10	18	33	16
swe	17	26	96	21
swe	26	47	225	35
swe	13	24	56	16
swe	22	37	161	34
swe	16	31	85	22
swe	8	12	21	10
swe	7	7	16	6
swe	17	35	96	22
swe	15	28	74.6667	19
swe	8	9	21	9
swe	17	32	96	23
swe	7	9	16	7
swe	11	24	40	17
swe	18	40	107.667	27
swe	17	38	96	24
swe	18	42	107.667	28
swe	21	55	146.667	34
swe	19	27	120	26
swe	22	34	161	30
swe	14	25	65	18
swe	7	8	16	7
swe	11	16	40	13
swe	11	15	40	13
swe	16	23	85	19
swe	27	48	242.667	41
swe	13	17	56	15
swe	12	18	47.6667	17
swe	25	58	208	42
swe	9	12	26.6667	11
swe	11	27	40	12
swe	11	28	40	16
swe	12	26	47.6667	14
swe	16	34	85	25
swe	16	22	85	21
swe	10	12	33	11
swe	8	9	21	8
swe	15	23	74.6667	20
swe	6	7	11.6667	6
swe	18	40	107.667	25
swe	20	39	133	33
swe	20	40	133	29
swe	23	40	176	33
swe	15	24	74.6667	20
swe	8	10	21	10
swe	17	27	96	23
swe	11	13	40	11
swe	27	74	242.667	45
swe	20	39	133	33
swe	20	40	133	25
swe	15	27	74.6667	23
swe	23	51	176	34
swe	16	29	85	21
swe	14	23	65	18
swe	25	51	208	36
swe	23	46	176	40
swe	19	37	120	31
swe	16	35	85	24
swe	34	82	385	54
swe	14	21	65	20
swe	8	14	21	9
swe	15	22	74.6667	21
swe	25	54	208	35
swe	27	53	242.667	40
swe	24	51	191.667	35
swe	16	36	85	23
swe	18	33	107.667	26
swe	9	16	26.6667	12
swe	6	9	11.6667	7
swe	16	47	85	22
swe	13	22	56	15
swe	26	64	225	41
swe	19	43	120	27
swe	26	60	225	44
swe	28	63	261	44
swe	8	13	21	9
swe	13	21	56	14
swe	25	56	208	38
swe	14	21	65	19
swe	21	40	146.667	30
swe	12	22	47.6667	16
swe	11	15	40	13
swe	18	29	107.667	24
swe	13	22	56	14
swe	15	22	74.6667	19
swe	16	27	85	21
swe	18	35	107.667	27
swe	10	18	33	12
swe	28	70	261	48
swe	16	28	85	20
swe	18	36	107.667	24
swe	40	68	533	62
swe	8	11	21	9
swe	23	51	176	40
swe	6	9	11.6667	7
swe	9	10	26.6667	9
swe	10	15	33	13
swe	5	6	8	5
swe	6	10	11.6667	6
swe	11	17	40	15
swe	15	25	74.6667	17
swe	18	24	107.667	21
swe	24	63	191.667	40
swe	10	15	33	12
swe	28	65	261	46
swe	11	20	40	13
swe	16	26	85	21
swe	8	8	21	8
swe	9	15	26.6667	10
swe	17	31	96	25
swe	14	33	65	21
swe	13	21	56	18
swe	14	21	65	21
swe	15	25	74.6667	20
swe	16	23	85	21
swe	22	45	161	34
swe	11	17	40	13
swe	18	30	107.667	24
swe	18	33	107.667	25
swe	15	31	74.6667	20
swe	9	17	26.6667	11
swe	20	39	133	29
swe	14	25	65	20
swe	12	16	47.6667	16
swe	21	40	146.667	29
swe	14	23	65	18
swe	15	19	74.6667	17
swe	24	43	191.667	36
swe	33	91	362.667	60
swe	13	28	56	17
swe	29	64	280	46
swe	29	55	280	47
swe	14	33	65	18
swe	12	17	47.6667	16
swe	14	21	65	16
swe	18	29	107.667	25
swe	34	68	385	53
swe	19	35	120	28
swe	16	27	85	22
swe	14	37	65	22
swe	14	25	65	18
swe	12	22	47.6667	17
swe	23	45	176	34
swe	11	24	40	12
swe	14	23	65	17
swe	14	24	65	18
swe	29	74	280	48
swe	15	26	74.6667	19
swe	13	26	56	17
swe	22	51	161	36
swe	14	30	65	17
swe	27	55	242.667	44
swe	28	45	261	39
swe	16	26	85	19
swe	20	35	133	26
swe	15	31	74.6667	22
swe	22	54	161	39
swe	29	67	280	42
swe	17	31	96	27
swe	28	58	261	46
swe	8	9	21	9
swe	14	24	65	16
swe	25	50	208	42
swe	11	17	40	15
swe	9	13	26.6667	11
swe	16	25	85	21
swe	20	22	133	22
swe	19	37	120	27
swe	18	34	107.667	28
swe	25	50	208	35
swe	14	21	65	19
swe	23	46	176	37
swe	36	79	431.667	58
swe	19	38	120	29
swe	8	12	21	9
swe	37	96	456	67
swe	22	43	161	35
swe	19	29	120	26
swe	19	32	120	29
swe	21	34	146.667	28
swe	20	37	133	26
swe	16	47	85	21
swe	23	31	176	30
swe	23	46	176	34
swe	17	30	96	21
swe	20	37	133	28
swe	12	17	47.6667	14
swe	24	39	191.667	35
swe	6	8	11.6667	6
swe	15	35	74.6667	21
swe	15	23	74.6667	17
swe	25	65	208	40
swe	23	38	176	31
swe	23	40	176	37
swe	11	17	40	11
swe	12	19	47.6667	15
swe	15	38	74.6667	21
swe	6	6	11.6667	5
swe	6	6	11.6667	5
swe	10	20	33	12
swe	29	80	280	49
swe	9	20	26.6667	12
swe	14	32	65	21
swe	15	27	74.6667	21
swe	27	54	242.667	41
swe	24	42	191.667	37
swe	14	33	65	19
swe	15	27	74.6667	21
swe	12	21	47.6667	14
swe	19	33	120	27
swe	25	55	208	40
swe	41	114	560	71
swe	21	44	146.667	29
swe	46	106	705	78
swe	16	20	85	18
swe	19	32	120	26
swe	23	43	176	35
swe	17	36	96	24
swe	11	12	40	12
swe	15	29	74.6667	19
swe	24	66	191.667	39
swe	25	67	208	45
swe	10	14	33	13
swe	7	10	16	8
swe	17	38	96	28
swe	38	70	481	57
swe	22	48	161	35
swe	7	11	16	8
swe	10	18	33	12
swe	14	24	65	20
swe	21	31	146.667	30
swe	8	9	21	7
swe	18	36	107.667	27
swe	7	7	16	7
swe	20	38	133	32
swe	18	34	107.667	25
swe	10	12	33	11
swe	14	24	65	19
swe	11	23	40	13
swe	10	19	33	12
swe	25	45	208	36
swe	19	28	120	25
swe	16	23	85	19
swe	19	38	120	26
swe	20	53	133	30
swe	24	51	191.667	34
swe	17	30	96	20
swe	10	13	33	12
swe	12	13	47.6667	13
swe	18	34	107.667	24
swe	17	44	96	27
swe	18	43	107.667	25
swe	28	75	261	59
swe	11	18	40	13
swe	32	63	341	52
swe	20	48	133	32
swe	20	48	133	34
swe	24	75	191.667	38
swe	15	26	74.6667	21
swe	17	33	96	23
swe	10	11	33	11
swe	22	46	161	35
swe	17	39	96	23
swe	9	15	26.6667	9
swe	18	44	107.667	29
swe	23	54	176	35
swe	11	16	40	16
swe	19	41	120	29
swe	19	33	120	26
swe	13	21	56	17
swe	18	25	107.667	22
swe	21	35	146.667	31
swe	12	22	47.6667	15
swe	21	45	146.667	28
swe	28	56	261	49
swe	30	58	299.667	48
swe	27	72	242.667	47
swe	28	82	261	49
swe	38	91	481	62
swe	12	18	47.6667	15
swe	26	62	225	44
swe	6	9	11.6667	6
swe	15	25	74.6667	16
swe	14	19	65	18
swe	13	22	56	18
swe	13	16	56	15
swe	25	43	208	39
swe	19	31	120	26
swe	17	31	96	27
swe	9	15	26.6667	10
swe	10	14	33	13
swe	16	25	85	21
swe	21	42	146.667	29
swe	12	22	47.6667	16
swe	14	34	65	24
swe	11	14	40	13
swe	14	22	65	19
swe	20	29	133	27
swe	14	33	65	25
swe	15	37	74.6667	23
swe	27	43	242.667	38
swe	18	27	107.667	25
swe	18	32	107.667	27
swe	16	27	85	24
swe	10	15	33	14
swe	27	65	242.667	39
swe	5	5	8	5
swe	8	9	21	8
swe	25	74	208	37
swe	10	14	33	13
swe	12	18	47.6667	14
swe	10	11	33	11
swe	20	38	133	29
swe	22	40	161	30
swe	18	37	107.667	26
swe	17	25	96	23
swe	25	40	208	36
swe	26	55	225	49
swe	30	69	299.667	46
swe	31	82	320	59
swe	17	32	96	24
swe	20	34	133	32
swe	14	23	65	19
swe	17	31	96	28
swe	10	13	33	11
swe	25	60	208	39
swe	12	17	47.6667	15
swe	20	44	133	28
swe	22	48	161	38
swe	11	15	40	13
swe	9	15	26.6667	12
swe	9	12	26.6667	9
swe	28	55	261	46
swe	20	38	133	29
swe	17	44	96	24
swe	24	47	191.667	40
swe	22	61	161	33
swe	14	22	65	20
swe	8	11	21	9
swe	20	29	133	28
swe	24	43	191.667	31
swe	18	37	107.667	26
swe	25	46	208	36
swe	25	49	208	40
swe	19	39	120	28
swe	11	17	40	13
swe	24	57	191.667	40
swe	12	23	47.6667	13
swe	12	22	47.6667	18
swe	25	41	208	40
swe	13	27	56	18
swe	20	32	133	31
swe	29	66	280	48
swe	12	18	47.6667	15
swe	21	31	146.667	29
swe	19	39	120	28
swe	20	43	133	31
swe	20	32	133	28
swe	23	47	176	35
swe	9	15	26.6667	12
swe	11	15	40	13
swe	30	51	299.667	44
swe	24	44	191.667	30
swe	13	18	56	17
swe	25	62	208	42
swe	20	33	133	29
swe	13	25	56	19
swe	13	31	56	18
swe	5	7	8	5
swe	32	77	341	53
swe	5	6	8	4
swe	10	15	33	14
swe	20	45	133	33
swe	15	39	74.6667	22
swe	13	22	56	18
swe	20	38	133	28
swe	20	40	133	34
swe	25	46	208	40
swe	19	29	120	26
swe	25	49	208	34
swe	13	17	56	15
swe	17	30	96	22
swe	32	70	341	55
swe	15	25	74.6667	20
swe	20	34	133	30
swe	12	18	47.6667	16
swe	19	35	120	29
swe	22	37	161	32
swe	8	8	21	8
swe	21	38	146.667	30
swe	16	30	85	24
swe	27	61	242.667	40
swe	34	98	385	60
swe	9	13	26.6667	11
swe	13	22	56	17
swe	16	28	85	21
swe	16	36	85	23
swe	21	32	146.667	28
swe	9	12	26.6667	11
swe	14	33	65	20
swe	13	20	56	20
swe	13	28	56	21
swe	17	34	96	23
swe	11	24	40	16
swe	10	14	33	11
swe	47	100	736	81
swe	17	39	96	26
swe	10	21	33	12
swe	24	60	191.667	35
swe	6	8	11.6667	7
swe	18	29	107.667	26
swe	13	20	56	18
swe	10	13	33	11
swe	10	19	33	13
swe	15	34	74.6667	22
swe	5	6	8	4
swe	12	21	47.6667	15
swe	19	45	120	31
swe	9	12	26.6667	9
swe	6	9	11.6667	9
swe	12	20	47.6667	15
swe	16	28	85	20
swe	7	12	16	10
swe	5	6	8	4
swe	10	15	33	13
swe	14	29	65	20
swe	9	15	26.6667	9
swe	22	46	161	36
swe	28	46	261	42
swe	22	32	161	30
swe	7	10	16	10
swe	7	11	16	7
swe	12	19	47.6667	15
swe	14	33	65	18
swe	26	62	225	43
swe	12	18	47.6667	15
swe	32	66	341	47
swe	9	14	26.6667	12
swe	14	30	65	23
swe	14	31	65	22
swe	35	103	408	70
swe	23	45	176	34
swe	31	72	320	53
swe	13	31	56	17
swe	16	27	85	20
swe	14	30	65	20
swe	7	13	16	8
swe	14	35	65	21
swe	18	38	107.667	25
swe	12	16	47.6667	15
swe	20	33	133	26
swe	19	33	120	27
swe	14	27	65	19
swe	19	34	120	26
swe	12	15	47.6667	14
swe	13	28	56	16
swe	12	22	47.6667	15
swe	21	50	146.667	33
swe	16	26	85	23
swe	13	17	56	15
swe	14	22	65	20
swe	27	60	242.667	37
swe	14	30	65	19
swe	9	14	26.6667	10
swe	21	39	146.667	32
swe	20	40	133	28
swe	19	36	120	30
swe	6	9	11.6667	7
swe	27	55	242.667	41
swe	18	44	107.667	25
swe	14	20	65	16
swe	16	24	85	23
swe	13	17	56	16
swe	5	4	8	4
swe	18	30	107.667	24
swe	14	22	65	21
swe	13	21	56	15
swe	22	43	161	36
swe	11	22	40	16
swe	28	48	261	43
swe	22	41	161	35
swe	20	38	133	32
swe	29	52	280	43
swe	16	20	85	20
swe	13	19	56	15
swe	14	29	65	19
swe	22	34	161	28
swe	21	38	146.667	27
swe	20	34	133	28
swe	21	36	146.667	31
swe	13	25	56	20
swe	20	43	133	24
swe	23	62	176	38
swe	9	12	26.6667	11
swe	30	65	299.667	47
swe	8	9	21	9
swe	24	52	191.667	38
swe	7	8	16	7
swe	9	15	26.6667	11
swe	13	19	56	16
swe	11	14	40	12
swe	17	28	96	24
swe	10	15	33	12
swe	17	31	96	23
swe	11	17	40	15
swe	14	23	65	20
swe	23	49	176	42
swe	15	36	74.6667	20
swe	25	74	208	40
swe	11	20	40	13
swe	31	57	320	51
swe	21	43	146.667	31
swe	15	31	74.6667	22
swe	30	69	299.667	46
swe	18	43	107.667	29
swe	10	13	33	11
swe	19	33	120	27
swe	21	53	146.667	30
swe	9	13	26.6667	12
swe	10	17	33	11
swe	17	44	96	25
swe	20	29	133	27
swe	20	53	133	31
swe	16	29	85	22
swe	14	22	65	17
swe	13	19	56	17
swe	9	9	26.6667	9
swe	21	42	146.667	30
swe	13	17	56	15
swe	14	23	65	17
swe	9	9	26.6667	9
swe	9	13	26.6667	10
swe	11	22	40	13
swe	8	12	21	9
swe	21	33	146.667	27
swe	15	24	74.6667	19
swe	14	21	65	17
swe	17	32	96	23
swe	15	23	74.6667	17
swe	17	31	96	23
swe	5	5	8	5
swe	9	15	26.6667	10
swe	13	20	56	14
swe	28	48	261	45
swe	16	35	85	25
swe	8	12	21	10
swe	8	22	21	12
swe	12	17	47.6667	16
swe	13	20	56	17
swe	15	31	74.6667	19
swe	13	21	56	14
swe	16	36	85	21
swe	20	39	133	22
swe	18	51	107.667	26
swe	10	14	33	13
swe	6	11	11.6667	7
swe	9	15	26.6667	10
swe	6	6	11.6667	6
swe	4	4	5	4
swe	27	60	242.667	46
swe	19	37	120	28
swe	16	37	85	24
swe	20	40	133	30
swe	9	10	26.6667	9
swe	18	43	107.667	31
swe	4	4	5	4
swe	19	34	120	28
swe	21	37	146.667	30
swe	12	17	47.6667	14
swe	11	16	40	12
swe	16	21	85	20
swe	24	44	191.667	38
swe	21	60	146.667	33
swe	16	24	85	23
swe	13	15	56	14
swe	17	28	96	22
swe	27	61	242.667	44
swe	9	20	26.6667	11
swe	33	92	362.667	57
swe	15	30	74.6667	21
swe	13	24	56	18
swe	16	39	85	22
swe	19	36	120	27
swe	12	13	47.6667	12
swe	22	49	161	32
swe	16	36	85	20
swe	19	51	120	27
swe	15	27	74.6667	20
swe	18	25	107.667	21
swe	26	68	225	42
swe	22	38	161	28
swe	16	39	85	26
swe	25	51	208	39
swe	10	20	33	11
swe	19	40	120	25
swe	23	36	176	32
swe	15	35	74.6667	20
swe	22	37	161	33
swe	19	47	120	33
swe	16	27	85	22
swe	17	28	96	24
swe	12	24	47.6667	17
swe	21	48	146.667	35
swe	18	33	107.667	24
swe	18	29	107.667	26
swe	19	31	120	28
swe	19	52	120	31
swe	22	53	161	35
swe	27	52	242.667	38
swe	38	93	481	71
swe	19	44	120	32
swe	32	81	341	51
swe	14	25	65	19
swe	13	29	56	19
swe	21	55	146.667	33
swe	19	29	120	26
swe	26	59	225	45
swe	15	28	74.6667	20
swe	12	19	47.6667	18
swe	18	28	107.667	27
swe	16	35	85	22
swe	17	27	96	25
swe	19	52	120	28
swe	24	60	191.667	40
swe	18	29	107.667	22
swe	27	47	242.667	40
swe	26	49	225	39
swe	13	17	56	15
swe	21	35	146.667	28
swe	11	13	40	13
swe	12	17	47.6667	16
swe	17	29	96	23
swe	19	34	120	27
swe	31	72	320	48
swe	26	63	225	44
swe	18	29	107.667	25
swe	36	110	431.667	59
swe	29	66	280	49
swe	16	32	85	21
swe	16	25	85	22
swe	49	147	800	83
swe	22	40	161	34
tha	39	110	506.667	72
tha	15	31	74.6667	20
tha	40	97	533	64
tha	33	83	362.667	52
tha	14	22	65	17
tha	18	51	107.667	29
tha	10	17	33	12
tha	36	66	431.667	58
tha	24	42	191.667	37
tha	10	18	33	12
tha	22	40	161	32
tha	21	42	146.667	31
tha	18	46	107.667	24
tha	21	55	146.667	31
tha	21	36	146.667	29
tha	13	18	56	17
tha	15	22	74.6667	20
tha	44	137	645	91
tha	15	31	74.6667	23
tha	25	75	208	38
tha	16	38	85	21
tha	15	34	74.6667	19
tha	40	129	533	66
tha	18	33	107.667	25
tha	16	27	85	21
tha	20	40	133	29
tha	32	73	341	48
tha	33	92	362.667	52
tha	14	25	65	18
tha	44	124	645	69
tha	26	45	225	39
tha	21	34	146.667	30
tha	15	21	74.6667	19
tha	31	76	320	50
tha	20	41	133	25
tha	24	44	191.667	34
tha	24	41	191.667	34
tha	6	6	11.6667	6
tha	8	11	21	9
tha	12	21	47.6667	15
tha	22	53	161	35
tha	14	22	65	18
tha	23	45	176	33
tha	40	97	533	58
tha	33	86	362.667	54
tha	35	77	408	52
tha	12	15	47.6667	14
tha	33	67	362.667	48
tha	23	46	176	34
tha	41	151	560	66
tha	16	33	85	23
tha	22	61	161	35
tha	14	21	65	18
tha	34	61	385	55
tha	25	45	208	31
tha	38	91	481	63
tha	52	137	901	91
tha	17	23	96	23
tha	18	40	107.667	23
tha	21	54	146.667	41
tha	20	60	133	32
tha	12	18	47.6667	17
tha	14	44	65	18
tha	19	41	120	25
tha	19	35	120	28
tha	10	17	33	10
tha	19	51	120	26
tha	26	56	225	40
tha	13	22	56	17
tha	40	100	533	70
tha	23	38	176	33
tha	19	35	120	29
tha	25	47	208	34
tha	32	75	341	49
tha	17	50	96	22
tha	26	42	225	39
tha	22	50	161	35
tha	22	55	161	27
tha	23	33	176	32
tha	22	41	161	33
tha	15	24	74.6667	22
tha	22	57	161	32
tha	37	90	456	62
tha	22	46	161	31
tha	49	97	800	78
tha	30	52	299.667	43
tha	26	78	225	41
tha	29	47	280	44
tha	26	39	225	31
tha	28	50	261	42
tha	18	61	107.667	24
tha	41	101	560	67
tha	33	97	362.667	46
tha	20	42	133	29
tha	44	89	645	76
tha	13	19	56	16
tha	24	45	191.667	36
tha	30	64	299.667	45
tha	20	32	133	25
tha	20	54	133	32
tha	33	81	362.667	50
tha	37	82	456	56
tha	39	86	506.667	63
tha	15	27	74.6667	18
tha	32	88	341	54
tha	22	46	161	30
tha	35	68	408	47
tha	29	68	280	48
tha	36	75	431.667	56
tha	36	71	431.667	52
tha	11	19	40	15
tha	17	41	96	23
tha	22	36	161	32
tha	9	11	26.6667	11
tha	37	69	456	55
tha	38	106	481	57
tha	26	82	225	37
tha	33	49	362.667	46
tha	6	9	11.6667	6
tha	20	55	133	28
tha	12	20	47.6667	14
tha	42	99	587.667	75
tha	21	37	146.667	31
tha	17	25	96	23
tha	4	4	5	3
tha	27	55	242.667	46
tha	20	43	133	28
tha	27	45	242.667	38
tha	11	23	40	16
tha	25	65	208	44
tha	19	35	120	25
tha	25	47	208	33
tha	30	58	299.667	49
tha	13	21	56	18
tha	32	67	341	53
tha	14	36	65	17
tha	23	52	176	36
tha	36	79	431.667	53
tha	30	71	299.667	45
tha	22	40	161	31
tha	28	95	261	42
tha	33	104	362.667	54
tha	25	66	208	41
tha	35	82	408	66
tha	22	69	161	32
tha	27	64	242.667	43
tha	27	86	242.667	35
tha	13	19	56	15
tha	5	7	8	6
tha	19	31	120	26
tha	27	60	242.667	38
tha	32	80	341	54
tha	26	43	225	37
tha	17	42	96	24
tha	24	49	191.667	39
tha	31	54	320	45
tha	23	35	176	34
tha	30	58	299.667	44
tha	14	24	65	18
tha	12	18	47.6667	12
tha	15	27	74.6667	21
tha	31	55	320	48
tha	23	43	176	34
tha	16	31	85	20
tha	17	33	96	21
tha	29	70	280	46
tha	22	48	161	33
tha	15	23	74.6667	21
tha	7	12	16	6
tha	18	31	107.667	29
tha	5	6	8	4
tha	29	63	280	42
tha	16	25	85	21
tha	8	16	21	9
tha	28	61	261	48
tha	7	14	16	7
tha	20	48	133	29
tha	13	23	56	17
tha	22	66	161	32
tha	15	47	74.6667	20
tha	14	20	65	17
tha	23	42	176	37
tha	13	22	56	20
tha	16	35	85	21
tha	20	57	133	29
tha	28	47	261	41
tha	5	4	8	4
tha	6	8	11.6667	6
tha	25	39	208	37
tha	13	17	56	17
tha	27	53	242.667	40
tha	25	44	208	36
tha	30	67	299.667	45
tha	11	22	40	12
tha	20	42	133	30
tha	26	109	225	37
tha	31	81	320	49
tha	26	42	225	38
tha	7	11	16	7
tha	26	67	225	43
tha	30	65	299.667	51
tha	18	48	107.667	25
tha	26	68	225	39
tha	22	51	161	33
tha	16	31	85	23
tha	23	67	176	40
tha	29	57	280	44
tha	21	40	146.667	33
tha	4	4	5	4
tha	18	29	107.667	26
tha	17	30	96	27
tha	27	43	242.667	39
tha	8	13	21	9
tha	19	48	120	28
tha	18	53	107.667	23
tha	16	36	85	26
tha	22	33	161	30
tha	30	56	299.667	48
tha	33	63	362.667	55
tha	23	44	176	36
tha	26	50	225	38
tha	29	51	280	42
tha	5	6	8	4
tha	5	6	8	5
tha	28	62	261	47
tha	37	66	456	59
tha	25	49	208	40
tha	23	40	176	32
tha	9	11	26.6667	9
tha	9	15	26.6667	11
tha	24	51	191.667	35
tha	25	69	208	44
tha	8	13	21	11
tha	9	14	26.6667	12
tha	23	35	176	29
tha	24	45	191.667	35
tha	24	45	191.667	37
tha	31	69	320	50
tha	13	25	56	17
tha	10	19	33	11
tha	12	23	47.6667	16
tha	27	63	242.667	42
tha	32	64	341	52
tha	24	55	191.667	39
tha	25	42	208	34
tha	21	40	146.667	28
tha	21	32	146.667	27
tha	12	17	47.6667	13
tha	21	45	146.667	31
tha	11	15	40	12
tha	29	76	280	46
tha	13	20	56	19
tha	19	32	120	30
tha	22	49	161	39
tha	10	18	33	13
tha	21	47	146.667	26
tha	16	33	85	21
tha	29	70	280	51
tha	26	73	225	40
tha	29	52	280	46
tha	22	38	161	31
tha	29	88	280	51
tha	33	82	362.667	58
tha	19	39	120	23
tha	22	37	161	32
tha	31	75	320	53
tha	15	20	74.6667	20
tha	24	55	191.667	35
tha	28	70	261	45
tha	36	93	431.667	58
tha	17	37	96	24
tha	44	113	645	84
tha	24	53	191.667	39
tha	19	42	120	25
tha	10	23	33	11
tha	37	82	456	66
tha	13	27	56	19
tha	23	45	176	32
tha	29	69	280	47
tha	10	14	33	12
tha	21	45	146.667	33
tha	24	47	191.667	38
tha	25	43	208	33
tha	19	45	120	30
tha	13	25	56	17
tha	15	46	74.6667	24
tha	11	31	40	14
tha	16	42	85	22
tha	15	36	74.6667	19
tha	27	51	242.667	42
tha	27	43	242.667	40
tha	9	10	26.6667	10
tha	11	21	40	20
tha	35	70	408	55
tha	17	29	96	22
tha	6	7	11.6667	6
tha	23	48	176	31
tha	10	18	33	12
tha	26	54	225	43
tha	15	31	74.6667	22
tha	15	24	74.6667	18
tha	16	44	85	30
tha	22	71	161	40
tha	22	41	161	31
tha	17	29	96	23
tha	32	79	341	60
tha	12	22	47.6667	19
tha	15	26	74.6667	23
tha	26	50	225	38
tha	25	51	208	39
tha	19	35	120	27
tha	19	47	120	28
tha	16	22	85	19
tha	15	21	74.6667	19
tha	29	68	280	48
tha	16	24	85	22
tha	8	10	21	9
tha	23	57	176	38
tha	22	60	161	34
tha	37	93	456	67
tha	10	11	33	11
tha	28	61	261	39
tha	15	26	74.6667	18
tha	22	63	161	31
tha	22	42	161	32
tha	21	43	146.667	30
tha	20	27	133	27
tha	21	45	146.667	33
tha	28	64	261	43
tha	23	41	176	33
tha	19	43	120	32
tha	32	84	341	55
tha	22	43	161	35
tha	15	33	74.6667	19
tha	19	42	120	26
tha	23	41	176	36
tha	12	22	47.6667	15
tha	20	56	133	33
tha	18	29	107.667	26
tha	16	37	85	23
tha	14	18	65	17
tha	26	47	225	37
tha	28	73	261	44
tha	28	38	261	37
tha	29	77	280	39
tha	17	36	96	21
tha	22	51	161	30
tha	22	44	161	30
tha	24	50	191.667	33
tha	28	70	261	40
tha	28	68	261	45
tha	22	41	161	38
tha	9	11	26.6667	11
tha	13	27	56	23
tha	16	24	85	20
tha	33	61	362.667	46
tha	15	23	74.6667	20
tha	24	44	191.667	40
tha	23	44	176	29
tha	12	15	47.6667	14
tha	8	12	21	8
tha	20	38	133	26
tha	23	38	176	35
tha	10	14	33	14
tha	26	46	225	39
tha	9	10	26.6667	10
tha	13	26	56	23
tha	24	63	191.667	37
tha	14	28	65	17
tha	20	44	133	31
tha	21	31	146.667	30
tha	22	37	161	26
tha	20	36	133	23
tha	21	41	146.667	30
tha	11	22	40	12
